GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),STARTYEAR,ENDYEAR,COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),TIMEPERIOD (CODE),TIMEPERIOD (DISPLAY),TIMEPERIOD (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
NCD_HYP_TREATMENT_A,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, age-standardized",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5660,PUBLISHED,Published,,2013,2013,,AFR,Africa,,TCD,2013,2013,Chad,,,,,BTSX,Both sexes,,,,,,,,19.3 [10.6-30.1],19.30000,10.60000,30.10000,,,
NCD_HYP_TREATMENT_A,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, age-standardized",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5660,PUBLISHED,Published,,2014,2014,,AFR,Africa,,TCD,2014,2014,Chad,,,,,BTSX,Both sexes,,,,,,,,20.1 [11.0-31.5],20.10000,11.00000,31.50000,,,
NCD_HYP_TREATMENT_A,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, age-standardized",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5660,PUBLISHED,Published,,1997,1997,,AFR,Africa,,TCD,1997,1997,Chad,,,,,FMLE,Female,,,,,,,,11.5 [3.3-24.8],11.50000,3.30000,24.80000,,,
NCD_HYP_TREATMENT_A,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, age-standardized",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5660,PUBLISHED,Published,,1998,1998,,AFR,Africa,,TCD,1998,1998,Chad,,,,,FMLE,Female,,,,,,,,11.9 [3.6-25.2],11.90000,3.60000,25.20000,,,
NCD_HYP_TREATMENT_A,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, age-standardized",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5660,PUBLISHED,Published,,1999,1999,,AFR,Africa,,TCD,1999,1999,Chad,,,,,FMLE,Female,,,,,,,,12.3 [3.9-25.7],12.30000,3.90000,25.70000,,,
NCD_HYP_TREATMENT_A,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, age-standardized",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5660,PUBLISHED,Published,,2000,2000,,AFR,Africa,,TCD,2000,2000,Chad,,,,,FMLE,Female,,,,,,,,12.8 [4.3-26.2],12.80000,4.30000,26.20000,,,
NCD_HYP_TREATMENT_A,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, age-standardized",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5660,PUBLISHED,Published,,2001,2001,,AFR,Africa,,TCD,2001,2001,Chad,,,,,FMLE,Female,,,,,,,,13.3 [4.6-26.8],13.30000,4.60000,26.80000,,,
NCD_HYP_TREATMENT_A,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, age-standardized",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5660,PUBLISHED,Published,,2014,2014,,AFR,Africa,,TCD,2014,2014,Chad,,,,,FMLE,Female,,,,,,,,23.4 [9.8-41.8],23.40000,9.80000,41.80000,,,
NCD_HYP_TREATMENT_A,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, age-standardized",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5660,PUBLISHED,Published,,2015,2015,,AFR,Africa,,TCD,2015,2015,Chad,,,,,FMLE,Female,,,,,,,,24.3 [10.1-43.6],24.30000,10.10000,43.60000,,,
NCD_HYP_TREATMENT_A,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, age-standardized",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5660,PUBLISHED,Published,,2016,2016,,AFR,Africa,,TCD,2016,2016,Chad,,,,,FMLE,Female,,,,,,,,25.2 [10.1-45.4],25.20000,10.10000,45.40000,,,
NCD_HYP_TREATMENT_A,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, age-standardized",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5660,PUBLISHED,Published,,2017,2017,,AFR,Africa,,TCD,2017,2017,Chad,,,,,FMLE,Female,,,,,,,,26.0 [10.2-47.5],26.00000,10.20000,47.50000,,,
NCD_HYP_TREATMENT_A,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, age-standardized",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5660,PUBLISHED,Published,,2001,2001,,AFR,Africa,,TCD,2001,2001,Chad,,,,,MLE,Male,,,,,,,,8.9 [3.1-18.2],8.90000,3.10000,18.20000,,,
NCD_HYP_TREATMENT_A,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, age-standardized",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5660,PUBLISHED,Published,,2002,2002,,AFR,Africa,,TCD,2002,2002,Chad,,,,,MLE,Male,,,,,,,,9.4 [3.3-18.8],9.40000,3.30000,18.80000,,,
NCD_HYP_TREATMENT_A,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, age-standardized",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5660,PUBLISHED,Published,,2003,2003,,AFR,Africa,,TCD,2003,2003,Chad,,,,,MLE,Male,,,,,,,,9.8 [3.6-19.4],9.80000,3.60000,19.40000,,,
NCD_HYP_TREATMENT_A,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, age-standardized",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5660,PUBLISHED,Published,,2004,2004,,AFR,Africa,,TCD,2004,2004,Chad,,,,,MLE,Male,,,,,,,,10.3 [3.8-19.9],10.30000,3.80000,19.90000,,,
NCD_HYP_TREATMENT_A,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, age-standardized",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5660,PUBLISHED,Published,,2018,2018,,AFR,Africa,,TCD,2018,2018,Chad,,,,,MLE,Male,,,,,,,,19.4 [7.2-36.9],19.40000,7.20000,36.90000,,,
NCD_HYP_TREATMENT_A,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, age-standardized",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5660,PUBLISHED,Published,,2019,2019,,AFR,Africa,,TCD,2019,2019,Chad,,,,,MLE,Male,,,,,,,,20.3 [7.3-39.4],20.30000,7.30000,39.40000,,,
NCD_HYP_CONTROL_C,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5659,PUBLISHED,Published,,1990,1990,,AFR,Africa,,TCD,1990,1990,Chad,,,,,BTSX,Both sexes,,,,,,,,2.3 [0.3-7.9],2.30000,0.30000,7.90000,,,
NCD_HYP_CONTROL_C,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5659,PUBLISHED,Published,,1991,1991,,AFR,Africa,,TCD,1991,1991,Chad,,,,,BTSX,Both sexes,,,,,,,,2.3 [0.3-7.3],2.30000,0.30000,7.30000,,,
NCD_HYP_CONTROL_C,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5659,PUBLISHED,Published,,2004,2004,,AFR,Africa,,TCD,2004,2004,Chad,,,,,BTSX,Both sexes,,,,,,,,3.8 [1.4-7.8],3.80000,1.40000,7.80000,,,
NCD_HYP_CONTROL_C,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5659,PUBLISHED,Published,,2005,2005,,AFR,Africa,,TCD,2005,2005,Chad,,,,,BTSX,Both sexes,,,,,,,,4.0 [1.5-8.2],4.00000,1.50000,8.20000,,,
NCD_HYP_CONTROL_C,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5659,PUBLISHED,Published,,2006,2006,,AFR,Africa,,TCD,2006,2006,Chad,,,,,BTSX,Both sexes,,,,,,,,4.3 [1.7-8.7],4.30000,1.70000,8.70000,,,
NCD_HYP_CONTROL_C,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5659,PUBLISHED,Published,,2007,2007,,AFR,Africa,,TCD,2007,2007,Chad,,,,,BTSX,Both sexes,,,,,,,,4.7 [1.8-9.2],4.70000,1.80000,9.20000,,,
NCD_HYP_CONTROL_C,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5659,PUBLISHED,Published,,2008,2008,,AFR,Africa,,TCD,2008,2008,Chad,,,,,BTSX,Both sexes,,,,,,,,5.0 [2.0-9.7],5.00000,2.00000,9.70000,,,
NCD_HYP_CONTROL_C,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5659,PUBLISHED,Published,,1991,1991,,AFR,Africa,,TCD,1991,1991,Chad,,,,,FMLE,Female,,,,,,,,3.0 [0.2-11.6],3.00000,0.20000,11.60000,,,
NCD_HYP_CONTROL_C,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5659,PUBLISHED,Published,,1992,1992,,AFR,Africa,,TCD,1992,1992,Chad,,,,,FMLE,Female,,,,,,,,3.0 [0.2-10.9],3.00000,0.20000,10.90000,,,
NCD_HYP_CONTROL_C,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5659,PUBLISHED,Published,,1993,1993,,AFR,Africa,,TCD,1993,1993,Chad,,,,,FMLE,Female,,,,,,,,2.9 [0.2-10.3],2.90000,0.20000,10.30000,,,
NCD_HYP_CONTROL_C,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5659,PUBLISHED,Published,,1994,1994,,AFR,Africa,,TCD,1994,1994,Chad,,,,,FMLE,Female,,,,,,,,3.0 [0.3-10.0],3.00000,0.30000,10.00000,,,
NCD_HYP_CONTROL_C,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5659,PUBLISHED,Published,,2008,2008,,AFR,Africa,,TCD,2008,2008,Chad,,,,,FMLE,Female,,,,,,,,6.0 [1.6-14.0],6.00000,1.60000,14.00000,,,
NCD_HYP_CONTROL_C,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5659,PUBLISHED,Published,,2009,2009,,AFR,Africa,,TCD,2009,2009,Chad,,,,,FMLE,Female,,,,,,,,6.5 [1.8-14.9],6.50000,1.80000,14.90000,,,
NCD_HYP_CONTROL_C,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5659,PUBLISHED,Published,,2010,2010,,AFR,Africa,,TCD,2010,2010,Chad,,,,,FMLE,Female,,,,,,,,7.0 [1.9-15.9],7.00000,1.90000,15.90000,,,
NCD_HYP_CONTROL_C,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5659,PUBLISHED,Published,,2011,2011,,AFR,Africa,,TCD,2011,2011,Chad,,,,,FMLE,Female,,,,,,,,7.5 [2.0-17.1],7.50000,2.00000,17.10000,,,
NCD_HYP_CONTROL_C,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5659,PUBLISHED,Published,,1994,1994,,AFR,Africa,,TCD,1994,1994,Chad,,,,,MLE,Male,,,,,,,,1.7 [0.1-6.2],1.70000,0.10000,6.20000,,,
NCD_HYP_CONTROL_C,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5659,PUBLISHED,Published,,1995,1995,,AFR,Africa,,TCD,1995,1995,Chad,,,,,MLE,Male,,,,,,,,1.7 [0.2-6.2],1.70000,0.20000,6.20000,,,
NCD_HYP_CONTROL_C,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5659,PUBLISHED,Published,,1996,1996,,AFR,Africa,,TCD,1996,1996,Chad,,,,,MLE,Male,,,,,,,,1.8 [0.2-6.3],1.80000,0.20000,6.30000,,,
NCD_HYP_CONTROL_C,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5659,PUBLISHED,Published,,1997,1997,,AFR,Africa,,TCD,1997,1997,Chad,,,,,MLE,Male,,,,,,,,1.9 [0.2-6.2],1.90000,0.20000,6.20000,,,
NCD_HYP_CONTROL_C,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5659,PUBLISHED,Published,,1998,1998,,AFR,Africa,,TCD,1998,1998,Chad,,,,,MLE,Male,,,,,,,,2.0 [0.3-6.3],2.00000,0.30000,6.30000,,,
NCD_HYP_CONTROL_C,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5659,PUBLISHED,Published,,2011,2011,,AFR,Africa,,TCD,2011,2011,Chad,,,,,MLE,Male,,,,,,,,4.7 [1.2-11.2],4.70000,1.20000,11.20000,,,
NCD_HYP_CONTROL_C,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5659,PUBLISHED,Published,,2012,2012,,AFR,Africa,,TCD,2012,2012,Chad,,,,,MLE,Male,,,,,,,,5.1 [1.3-11.9],5.10000,1.30000,11.90000,,,
NCD_HYP_CONTROL_C,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5659,PUBLISHED,Published,,2013,2013,,AFR,Africa,,TCD,2013,2013,Chad,,,,,MLE,Male,,,,,,,,5.5 [1.4-12.9],5.50000,1.40000,12.90000,,,
NCD_HYP_CONTROL_C,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5659,PUBLISHED,Published,,2014,2014,,AFR,Africa,,TCD,2014,2014,Chad,,,,,MLE,Male,,,,,,,,5.9 [1.4-13.8],5.90000,1.40000,13.80000,,,
NCD_HYP_DIAGNOSIS_C,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5658,PUBLISHED,Published,,1998,1998,,AFR,Africa,,TCD,1998,1998,Chad,,,,,BTSX,Both sexes,,,,,,,,19.8 [11.1-29.8],19.80000,11.10000,29.80000,,,
NCD_HYP_DIAGNOSIS_C,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5658,PUBLISHED,Published,,1999,1999,,AFR,Africa,,TCD,1999,1999,Chad,,,,,BTSX,Both sexes,,,,,,,,20.0 [11.4-29.9],20.00000,11.40000,29.90000,,,
NCD_HYP_DIAGNOSIS_C,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5658,PUBLISHED,Published,,2000,2000,,AFR,Africa,,TCD,2000,2000,Chad,,,,,BTSX,Both sexes,,,,,,,,20.2 [11.6-30.2],20.20000,11.60000,30.20000,,,
NCD_HYP_DIAGNOSIS_C,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5658,PUBLISHED,Published,,2001,2001,,AFR,Africa,,TCD,2001,2001,Chad,,,,,BTSX,Both sexes,,,,,,,,20.4 [11.8-30.4],20.40000,11.80000,30.40000,,,
NCD_HYP_DIAGNOSIS_C,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5658,PUBLISHED,Published,,2015,2015,,AFR,Africa,,TCD,2015,2015,Chad,,,,,BTSX,Both sexes,,,,,,,,32.0 [20.9-44.4],32.00000,20.90000,44.40000,,,
NCD_HYP_DIAGNOSIS_C,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5658,PUBLISHED,Published,,2016,2016,,AFR,Africa,,TCD,2016,2016,Chad,,,,,BTSX,Both sexes,,,,,,,,33.5 [21.7-46.4],33.50000,21.70000,46.40000,,,
NCD_HYP_DIAGNOSIS_C,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5658,PUBLISHED,Published,,2017,2017,,AFR,Africa,,TCD,2017,2017,Chad,,,,,BTSX,Both sexes,,,,,,,,34.9 [22.4-48.7],34.90000,22.40000,48.70000,,,
NCD_HYP_DIAGNOSIS_C,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5658,PUBLISHED,Published,,2018,2018,,AFR,Africa,,TCD,2018,2018,Chad,,,,,BTSX,Both sexes,,,,,,,,36.5 [23.5-51.0],36.50000,23.50000,51.00000,,,
NCD_HYP_DIAGNOSIS_C,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5658,PUBLISHED,Published,,2001,2001,,AFR,Africa,,TCD,2001,2001,Chad,,,,,FMLE,Female,,,,,,,,23.7 [10.8-39.7],23.70000,10.80000,39.70000,,,
NCD_HYP_DIAGNOSIS_C,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5658,PUBLISHED,Published,,2002,2002,,AFR,Africa,,TCD,2002,2002,Chad,,,,,FMLE,Female,,,,,,,,23.9 [10.9-40.2],23.90000,10.90000,40.20000,,,
NCD_HYP_DIAGNOSIS_C,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5658,PUBLISHED,Published,,2003,2003,,AFR,Africa,,TCD,2003,2003,Chad,,,,,FMLE,Female,,,,,,,,24.2 [11.1-40.7],24.20000,11.10000,40.70000,,,
NCD_HYP_DIAGNOSIS_C,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5658,PUBLISHED,Published,,2004,2004,,AFR,Africa,,TCD,2004,2004,Chad,,,,,FMLE,Female,,,,,,,,24.6 [11.3-41.3],24.60000,11.30000,41.30000,,,
NCD_HYP_DIAGNOSIS_C,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5658,PUBLISHED,Published,,2005,2005,,AFR,Africa,,TCD,2005,2005,Chad,,,,,FMLE,Female,,,,,,,,25.1 [11.9-41.9],25.10000,11.90000,41.90000,,,
NCD_HYP_DIAGNOSIS_C,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5658,PUBLISHED,Published,,2018,2018,,AFR,Africa,,TCD,2018,2018,Chad,,,,,FMLE,Female,,,,,,,,42.7 [22.9-65.0],42.70000,22.90000,65.00000,,,
NCD_HYP_DIAGNOSIS_C,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5658,PUBLISHED,Published,,2019,2019,,AFR,Africa,,TCD,2019,2019,Chad,,,,,FMLE,Female,,,,,,,,44.5 [23.5-68.2],44.50000,23.50000,68.20000,,,
NCD_HYP_DIAGNOSIS_C,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5658,PUBLISHED,Published,,1990,1990,,AFR,Africa,,TCD,1990,1990,Chad,,,,,MLE,Male,,,,,,,,13.8 [3.9-30.6],13.80000,3.90000,30.60000,,,
NCD_HYP_DIAGNOSIS_C,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5658,PUBLISHED,Published,,1991,1991,,AFR,Africa,,TCD,1991,1991,Chad,,,,,MLE,Male,,,,,,,,14.0 [4.2-29.9],14.00000,4.20000,29.90000,,,
NCD_HYP_DIAGNOSIS_C,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5658,PUBLISHED,Published,,2005,2005,,AFR,Africa,,TCD,2005,2005,Chad,,,,,MLE,Male,,,,,,,,18.3 [8.5-31.4],18.30000,8.50000,31.40000,,,
NCD_HYP_DIAGNOSIS_C,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5658,PUBLISHED,Published,,2006,2006,,AFR,Africa,,TCD,2006,2006,Chad,,,,,MLE,Male,,,,,,,,18.7 [8.8-32.0],18.70000,8.80000,32.00000,,,
NCD_HYP_DIAGNOSIS_C,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5658,PUBLISHED,Published,,2007,2007,,AFR,Africa,,TCD,2007,2007,Chad,,,,,MLE,Male,,,,,,,,19.3 [9.1-32.6],19.30000,9.10000,32.60000,,,
NCD_HYP_DIAGNOSIS_C,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5658,PUBLISHED,Published,,2008,2008,,AFR,Africa,,TCD,2008,2008,Chad,,,,,MLE,Male,,,,,,,,19.9 [9.5-33.3],19.90000,9.50000,33.30000,,,
NCD_HYP_PREVALENCE_C,"Prevalence of hypertension among adults aged 30-79 years, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5657,PUBLISHED,Published,,1991,1991,,AFR,Africa,,TCD,1991,1991,Chad,,,,,BTSX,Both sexes,,,,,,,,34.5 [23.6-46.4],34.50000,23.60000,46.40000,,,
NCD_HYP_PREVALENCE_C,"Prevalence of hypertension among adults aged 30-79 years, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5657,PUBLISHED,Published,,1992,1992,,AFR,Africa,,TCD,1992,1992,Chad,,,,,BTSX,Both sexes,,,,,,,,34.5 [24.4-45.8],34.50000,24.40000,45.80000,,,
NCD_HYP_PREVALENCE_C,"Prevalence of hypertension among adults aged 30-79 years, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5657,PUBLISHED,Published,,1993,1993,,AFR,Africa,,TCD,1993,1993,Chad,,,,,BTSX,Both sexes,,,,,,,,34.6 [24.9-45.3],34.60000,24.90000,45.30000,,,
NCD_HYP_PREVALENCE_C,"Prevalence of hypertension among adults aged 30-79 years, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5657,PUBLISHED,Published,,1994,1994,,AFR,Africa,,TCD,1994,1994,Chad,,,,,BTSX,Both sexes,,,,,,,,34.7 [25.4-44.7],34.70000,25.40000,44.70000,,,
NCD_HYP_PREVALENCE_C,"Prevalence of hypertension among adults aged 30-79 years, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5657,PUBLISHED,Published,,1995,1995,,AFR,Africa,,TCD,1995,1995,Chad,,,,,BTSX,Both sexes,,,,,,,,34.8 [25.9-44.4],34.80000,25.90000,44.40000,,,
NCD_HYP_PREVALENCE_C,"Prevalence of hypertension among adults aged 30-79 years, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5657,PUBLISHED,Published,,2008,2008,,AFR,Africa,,TCD,2008,2008,Chad,,,,,BTSX,Both sexes,,,,,,,,36.2 [29.1-43.8],36.20000,29.10000,43.80000,,,
NCD_HYP_PREVALENCE_C,"Prevalence of hypertension among adults aged 30-79 years, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5657,PUBLISHED,Published,,2009,2009,,AFR,Africa,,TCD,2009,2009,Chad,,,,,BTSX,Both sexes,,,,,,,,36.1 [28.9-43.8],36.10000,28.90000,43.80000,,,
NCD_HYP_PREVALENCE_C,"Prevalence of hypertension among adults aged 30-79 years, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5657,PUBLISHED,Published,,2010,2010,,AFR,Africa,,TCD,2010,2010,Chad,,,,,BTSX,Both sexes,,,,,,,,36.0 [28.7-43.6],36.00000,28.70000,43.60000,,,
NCD_HYP_PREVALENCE_C,"Prevalence of hypertension among adults aged 30-79 years, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5657,PUBLISHED,Published,,2011,2011,,AFR,Africa,,TCD,2011,2011,Chad,,,,,BTSX,Both sexes,,,,,,,,35.8 [28.5-43.5],35.80000,28.50000,43.50000,,,
NCD_HYP_PREVALENCE_C,"Prevalence of hypertension among adults aged 30-79 years, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5657,PUBLISHED,Published,,1995,1995,,AFR,Africa,,TCD,1995,1995,Chad,,,,,FMLE,Female,,,,,,,,35.5 [23.8-49.1],35.50000,23.80000,49.10000,,,
NCD_HYP_PREVALENCE_C,"Prevalence of hypertension among adults aged 30-79 years, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5657,PUBLISHED,Published,,1996,1996,,AFR,Africa,,TCD,1996,1996,Chad,,,,,FMLE,Female,,,,,,,,35.6 [24.3-48.7],35.60000,24.30000,48.70000,,,
NCD_HYP_PREVALENCE_C,"Prevalence of hypertension among adults aged 30-79 years, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5657,PUBLISHED,Published,,1997,1997,,AFR,Africa,,TCD,1997,1997,Chad,,,,,FMLE,Female,,,,,,,,35.8 [24.8-48.4],35.80000,24.80000,48.40000,,,
NCD_HYP_PREVALENCE_C,"Prevalence of hypertension among adults aged 30-79 years, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5657,PUBLISHED,Published,,1998,1998,,AFR,Africa,,TCD,1998,1998,Chad,,,,,FMLE,Female,,,,,,,,36.0 [25.3-48.3],36.00000,25.30000,48.30000,,,
NCD_HYP_PREVALENCE_C,"Prevalence of hypertension among adults aged 30-79 years, crude",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5657,PUBLISHED,Published,,2012,2012,,AFR,Africa,,TCD,2012,2012,Chad,,,,,FMLE,Female,,,,,,,,37.6 [27.4-48.5],37.60000,27.40000,48.50000,,,
