Solicitation Number,Marketing Agent,Date of Solicitation,Month of Solicitation,Mode of Solicitation,Made Purchase?,Purchase ($),Legacy Customer?
21928,Nguyen,Apr-29,Apr,Meeting,YES,"$5,600",Not Legacy
7191,Shalley,Mar-19,Mar,email,NO,,Not Legacy
1212,Shalley,Oct-03,Oct,Meeting,NO,,Not Legacy
16298,Nguyen,Jul-19,Jul,Telephone,NO,,Not Legacy
1798,Shalley,Oct-23,Oct,email,NO,,Not Legacy
18971,Lydon,Jun-22,Jun,Meeting,YES,"$7,800",Not Legacy
20889,Sanchez,Jul-29,Jul,Meeting,NO,,Not Legacy
9669,Lydon,Dec-25,Dec,Meeting,NO,,Legacy
13885,Nguyen,Nov-06,Nov,email,NO,,Not Legacy
23787,Nguyen,Dec-18,Dec,Meeting,NO,,Not Legacy
12338,Lydon,Jan-17,Jan,email,NO,,Not Legacy
14101,Nguyen,Dec-09,Dec,email,NO,,Not Legacy
12124,Sanchez,Nov-14,Nov,Meeting,YES,"$9,400",Not Legacy
9296,Lydon,Nov-25,Nov,email,NO,,Not Legacy
15187,Nguyen,Mar-16,Mar,email,NO,,Not Legacy
1881,Shalley,Apr-23,Apr,email,NO,,Legacy
2407,Lydon,Jun-21,Jun,Meeting,YES,"$5,400",Legacy
18840,Shalley,Jul-26,Jul,email,NO,,Not Legacy
3780,Sanchez,Jun-11,Jun,email,NO,,Not Legacy
16776,Nguyen,Mar-05,Mar,Meeting,NO,,Not Legacy
1400,Lydon,Dec-01,Dec,Meeting,NO,,Not Legacy
6298,Nguyen,Sep-17,Sep,Meeting,NO,,Not Legacy
8812,Shalley,Jul-26,Jul,email,NO,,Not Legacy
14816,Nguyen,Oct-01,Oct,Meeting,NO,,Legacy
23370,Lydon,Sep-20,Sep,Meeting,YES,"$4,000",Not Legacy
11455,Shalley,Mar-05,Mar,email,NO,,Not Legacy
16088,Lydon,Sep-25,Sep,Meeting,NO,,Not Legacy
9764,Sanchez,Apr-28,Apr,email,NO,,Legacy
17436,Lydon,Jun-12,Jun,email,NO,,Not Legacy
8562,Shalley,Jan-15,Jan,Meeting,NO,,Not Legacy
9380,Lydon,Feb-01,Feb,email,NO,,Not Legacy
6457,Nguyen,Oct-25,Oct,email,NO,,Not Legacy
12481,Nguyen,Jan-03,Jan,Meeting,NO,,Not Legacy
518,Shalley,Mar-28,Mar,Meeting,YES,"$6,000",Legacy
24645,Lydon,Oct-09,Oct,Meeting,NO,,Not Legacy
17433,Shalley,Apr-07,Apr,Meeting,YES,"$3,400",Not Legacy
487,Shalley,Sep-18,Sep,Meeting,NO,,Not Legacy
22502,Shalley,Oct-20,Oct,email,YES,"$8,400",Legacy
2572,Nguyen,Oct-09,Oct,Meeting,YES,"$6,200",Not Legacy
24523,Nguyen,Sep-01,Sep,Meeting,NO,,Not Legacy
1514,Nguyen,Jul-21,Jul,Meeting,YES,"$5,000",Not Legacy
14496,Sanchez,Jun-10,Jun,Meeting,NO,,Not Legacy
17577,Shalley,Aug-18,Aug,Meeting,NO,,Not Legacy
9189,Nguyen,Nov-21,Nov,Telephone,NO,,Not Legacy
18403,Nguyen,Sep-25,Sep,email,NO,,Legacy
23232,Lydon,Feb-25,Feb,Meeting,NO,,Not Legacy
14558,Sanchez,Sep-05,Sep,email,NO,,Not Legacy
21898,Sanchez,Feb-16,Feb,Telephone,NO,,Not Legacy
24661,Lydon,Feb-04,Feb,email,NO,,Not Legacy
18546,Lydon,May-10,May,email,NO,,Not Legacy
22450,Sanchez,Jan-14,Jan,email,NO,,Not Legacy
22249,Shalley,Jul-28,Jul,Meeting,NO,,Not Legacy
1890,Nguyen,Oct-15,Oct,Meeting,NO,,Not Legacy
10946,Nguyen,Aug-11,Aug,Telephone,NO,,Not Legacy
14177,Lydon,Oct-01,Oct,Telephone,NO,,Not Legacy
1997,Lydon,Aug-12,Aug,Telephone,NO,,Not Legacy
7864,Lydon,May-06,May,email,NO,,Not Legacy
3880,Nguyen,Dec-27,Dec,Meeting,NO,,Not Legacy
11243,Lydon,Oct-06,Oct,Meeting,NO,,Not Legacy
18251,Nguyen,Sep-19,Sep,Meeting,NO,,Not Legacy
9999,Nguyen,Jan-07,Jan,email,NO,,Not Legacy
1672,Shalley,Nov-12,Nov,email,NO,,Not Legacy
24453,Nguyen,Aug-18,Aug,Meeting,NO,,Not Legacy
9043,Sanchez,Mar-04,Mar,Meeting,NO,,Not Legacy
2737,Lydon,Mar-02,Mar,Telephone,NO,,Not Legacy
6905,Shalley,Sep-04,Sep,Meeting,NO,,Not Legacy
1794,Sanchez,Aug-28,Aug,Meeting,NO,,Not Legacy
10399,Lydon,Jan-28,Jan,Telephone,NO,,Not Legacy
2635,Shalley,Sep-07,Sep,email,NO,,Legacy
15370,Sanchez,Feb-16,Feb,Meeting,NO,,Not Legacy
8447,Nguyen,Jan-18,Jan,Meeting,NO,,Not Legacy
13544,Sanchez,Aug-17,Aug,Meeting,NO,,Not Legacy
5799,Sanchez,May-17,May,Meeting,NO,,Not Legacy
22804,Sanchez,May-01,May,Telephone,YES,"$2,200",Not Legacy
7004,Nguyen,Sep-25,Sep,Meeting,YES,"$1,600",Not Legacy
4922,Lydon,Jun-07,Jun,email,NO,,Not Legacy
7553,Lydon,May-15,May,email,NO,,Legacy
11395,Shalley,Sep-30,Sep,Telephone,NO,,Legacy
24376,Sanchez,Nov-25,Nov,Meeting,YES,"$1,400",Not Legacy
13783,Lydon,Oct-26,Oct,email,NO,,Not Legacy
10113,Sanchez,Jan-29,Jan,email,NO,,Not Legacy
14230,Shalley,Nov-03,Nov,email,NO,,Not Legacy
6912,Shalley,Mar-17,Mar,Meeting,NO,,Not Legacy
2086,Shalley,Jun-09,Jun,Telephone,NO,,Not Legacy
18551,Lydon,Aug-08,Aug,Meeting,NO,,Not Legacy
14701,Sanchez,Jan-02,Jan,email,NO,,Not Legacy
20496,Lydon,Jan-30,Jan,Meeting,NO,,Not Legacy
23466,Lydon,Dec-08,Dec,Meeting,NO,,Not Legacy
24849,Lydon,Jun-05,Jun,email,NO,,Not Legacy
14994,Shalley,Oct-18,Oct,Telephone,NO,,Not Legacy
8280,Nguyen,Sep-12,Sep,email,NO,,Not Legacy
7856,Nguyen,Aug-16,Aug,Meeting,NO,,Not Legacy
509,Lydon,Jan-23,Jan,email,NO,,Not Legacy
16848,Shalley,Sep-25,Sep,Telephone,NO,,Not Legacy
9345,Shalley,Nov-21,Nov,email,NO,,Not Legacy
3603,Sanchez,Feb-27,Feb,email,NO,,Not Legacy
17685,Lydon,Feb-05,Feb,Telephone,NO,,Not Legacy
17769,Nguyen,Jul-21,Jul,Telephone,NO,,Not Legacy
4420,Lydon,May-09,May,Meeting,YES,"$6,000",Not Legacy
5552,Lydon,Jun-26,Jun,Meeting,YES,"$1,000",Not Legacy
6838,Nguyen,Jul-13,Jul,Meeting,YES,"$6,600",Not Legacy
11128,Lydon,Apr-29,Apr,Telephone,NO,,Not Legacy
16206,Nguyen,Jan-08,Jan,Meeting,YES,"$7,200",Not Legacy
6352,Sanchez,Dec-11,Dec,Meeting,NO,,Not Legacy
6201,Shalley,Apr-01,Apr,Telephone,YES,"$9,000",Not Legacy
8244,Sanchez,Jun-15,Jun,Meeting,YES,$600,Legacy
7042,Nguyen,Sep-24,Sep,email,NO,,Not Legacy
15362,Nguyen,Nov-17,Nov,Telephone,NO,,Not Legacy
21040,Lydon,Mar-08,Mar,Telephone,NO,,Not Legacy
6038,Nguyen,Dec-09,Dec,Meeting,YES,"$8,400",Not Legacy
20873,Lydon,Oct-11,Oct,email,NO,,Legacy
2592,Lydon,Nov-09,Nov,Meeting,NO,,Not Legacy
3744,Lydon,Feb-24,Feb,Meeting,NO,,Not Legacy
20322,Nguyen,Jun-28,Jun,Telephone,NO,,Not Legacy
12678,Sanchez,Jul-31,Jul,Telephone,NO,,Not Legacy
9849,Shalley,Oct-15,Oct,email,NO,,Not Legacy
4820,Sanchez,Aug-20,Aug,Meeting,YES,"$3,400",Not Legacy
22667,Nguyen,Feb-02,Feb,Telephone,NO,,Not Legacy
24974,Nguyen,Mar-08,Mar,Meeting,YES,"$2,800",Not Legacy
2332,Lydon,Jul-17,Jul,Telephone,NO,,Not Legacy
23226,Shalley,Dec-04,Dec,email,NO,,Not Legacy
4476,Sanchez,Jul-08,Jul,Meeting,NO,,Not Legacy
2816,Nguyen,Dec-01,Dec,Telephone,YES,"$7,000",Not Legacy
12630,Nguyen,Aug-25,Aug,Telephone,NO,,Not Legacy
17214,Lydon,Aug-01,Aug,Meeting,NO,,Not Legacy
7553,Shalley,Dec-15,Dec,Meeting,YES,"$9,400",Not Legacy
4657,Nguyen,Oct-11,Oct,email,NO,,Not Legacy
15783,Sanchez,Jan-17,Jan,Telephone,YES,"$4,600",Not Legacy
10489,Shalley,Oct-29,Oct,email,NO,,Not Legacy
554,Nguyen,Aug-08,Aug,Telephone,NO,,Not Legacy
6147,Sanchez,Feb-06,Feb,Telephone,NO,,Not Legacy
22682,Nguyen,Jun-06,Jun,Telephone,NO,,Not Legacy
18583,Lydon,Apr-22,Apr,Meeting,NO,,Not Legacy
18127,Lydon,Oct-17,Oct,email,NO,,Legacy
13800,Nguyen,Sep-17,Sep,email,YES,"$9,400",Not Legacy
4155,Lydon,Oct-31,Oct,email,NO,,Legacy
15033,Nguyen,Oct-07,Oct,Telephone,NO,,Not Legacy
2144,Nguyen,Oct-07,Oct,email,NO,,Not Legacy
20980,Nguyen,Jun-22,Jun,Telephone,NO,,Not Legacy
1865,Lydon,Jul-08,Jul,email,NO,,Not Legacy
12625,Shalley,Mar-02,Mar,Telephone,NO,,Not Legacy
15370,Shalley,Jun-14,Jun,Meeting,NO,,Not Legacy
13107,Sanchez,Dec-05,Dec,email,NO,,Not Legacy
8051,Lydon,May-08,May,Telephone,NO,,Not Legacy
18518,Nguyen,Jun-26,Jun,email,NO,,Not Legacy
7581,Nguyen,Nov-29,Nov,email,NO,,Not Legacy
20980,Shalley,Feb-02,Feb,email,NO,,Not Legacy
2530,Lydon,Jul-02,Jul,email,NO,,Not Legacy
2040,Nguyen,Apr-29,Apr,email,NO,,Not Legacy
1697,Sanchez,Jul-11,Jul,Telephone,NO,,Not Legacy
22322,Shalley,Sep-03,Sep,email,NO,,Not Legacy
5236,Shalley,Jan-18,Jan,email,NO,,Not Legacy
3054,Sanchez,Sep-22,Sep,Meeting,NO,,Not Legacy
3621,Sanchez,Nov-16,Nov,Meeting,NO,,Not Legacy
20498,Shalley,Feb-27,Feb,Meeting,YES,"$2,400",Legacy
16443,Nguyen,Nov-10,Nov,Telephone,NO,,Not Legacy
5448,Shalley,Mar-01,Mar,Meeting,YES,"$5,200",Not Legacy
20886,Lydon,Mar-16,Mar,Telephone,YES,$600,Legacy
17689,Nguyen,Sep-30,Sep,Telephone,NO,,Legacy
14470,Sanchez,Oct-23,Oct,email,NO,,Legacy
1207,Shalley,Aug-25,Aug,Meeting,NO,,Not Legacy
6797,Sanchez,Aug-23,Aug,Meeting,YES,"$9,200",Not Legacy
11764,Sanchez,Apr-06,Apr,Meeting,YES,"$9,200",Not Legacy
19209,Nguyen,Oct-14,Oct,Meeting,YES,"$8,800",Not Legacy
12574,Sanchez,Nov-17,Nov,Meeting,YES,$800,Legacy
14156,Lydon,Apr-15,Apr,Meeting,NO,,Not Legacy
6362,Nguyen,Jan-30,Jan,email,NO,,Not Legacy
25,Shalley,Jul-06,Jul,email,NO,,Not Legacy
10902,Nguyen,Aug-13,Aug,email,NO,,Not Legacy
14984,Shalley,Nov-21,Nov,Meeting,YES,"$4,000",Legacy
2187,Nguyen,Oct-23,Oct,Meeting,YES,"$2,800",Not Legacy
22407,Shalley,Mar-28,Mar,email,NO,,Not Legacy
24172,Sanchez,Oct-16,Oct,Telephone,NO,,Not Legacy
4444,Sanchez,Jul-19,Jul,Meeting,NO,,Not Legacy
21462,Sanchez,Sep-23,Sep,email,NO,,Not Legacy
23094,Nguyen,Sep-30,Sep,Telephone,NO,,Not Legacy
10540,Lydon,Mar-17,Mar,email,NO,,Not Legacy
22315,Shalley,Jul-29,Jul,Meeting,NO,,Not Legacy
11090,Lydon,Feb-01,Feb,Telephone,NO,,Not Legacy
18932,Lydon,Jan-19,Jan,Meeting,YES,"$4,000",Legacy
5,Shalley,Feb-14,Feb,Telephone,NO,,Not Legacy
17885,Sanchez,Oct-20,Oct,email,NO,,Not Legacy
5865,Nguyen,Oct-29,Oct,email,NO,,Not Legacy
10916,Lydon,Aug-09,Aug,Telephone,YES,"$6,800",Not Legacy
16168,Nguyen,Oct-05,Oct,Telephone,NO,,Not Legacy
9451,Lydon,Oct-25,Oct,Meeting,NO,,Not Legacy
13299,Lydon,Oct-02,Oct,Meeting,NO,,Not Legacy
23132,Sanchez,Jul-04,Jul,Meeting,YES,"$3,200",Not Legacy
14778,Sanchez,Oct-18,Oct,Meeting,YES,"$5,400",Not Legacy
16316,Sanchez,Jun-02,Jun,Meeting,NO,,Not Legacy
13817,Lydon,May-31,May,Telephone,NO,,Not Legacy
3407,Nguyen,Sep-27,Sep,Meeting,YES,"$9,600",Not Legacy
8925,Lydon,Dec-21,Dec,Meeting,YES,"$4,200",Not Legacy
23690,Sanchez,Oct-18,Oct,Telephone,NO,,Not Legacy
1744,Lydon,Oct-14,Oct,email,NO,,Not Legacy
21046,Shalley,May-02,May,email,NO,,Legacy
609,Lydon,Jul-09,Jul,email,NO,,Not Legacy
16208,Lydon,Sep-21,Sep,Telephone,NO,,Legacy
16138,Shalley,Feb-02,Feb,Telephone,NO,,Not Legacy
17212,Shalley,Mar-27,Mar,Telephone,YES,"$9,000",Legacy
22243,Lydon,Nov-21,Nov,email,NO,,Not Legacy
23494,Nguyen,Apr-23,Apr,Telephone,NO,,Not Legacy
9827,Lydon,Nov-02,Nov,Meeting,YES,"$9,400",Not Legacy
8930,Lydon,Dec-25,Dec,Meeting,YES,"$8,600",Not Legacy
5978,Lydon,Sep-21,Sep,Meeting,NO,,Not Legacy
4865,Shalley,Feb-27,Feb,email,NO,,Not Legacy
23643,Nguyen,Jun-25,Jun,Meeting,NO,,Not Legacy
4030,Nguyen,Jun-01,Jun,email,NO,,Legacy
12878,Nguyen,Sep-22,Sep,Meeting,YES,"$6,000",Not Legacy
14390,Nguyen,Sep-28,Sep,Telephone,NO,,Not Legacy
815,Sanchez,Jan-17,Jan,Telephone,NO,,Not Legacy
12172,Nguyen,Apr-09,Apr,Meeting,YES,"$8,400",Not Legacy
1001,Shalley,Mar-24,Mar,email,NO,,Not Legacy
7309,Lydon,Aug-18,Aug,Meeting,NO,,Not Legacy
20578,Lydon,Aug-03,Aug,Meeting,NO,,Not Legacy
22191,Lydon,Jan-21,Jan,email,NO,,Not Legacy
15979,Nguyen,Apr-10,Apr,email,NO,,Not Legacy
6737,Nguyen,May-12,May,Telephone,NO,,Not Legacy
5300,Sanchez,Jul-06,Jul,Telephone,NO,,Not Legacy
8265,Lydon,Jun-12,Jun,Telephone,NO,,Not Legacy
22589,Shalley,Aug-27,Aug,email,NO,,Legacy
16658,Sanchez,Feb-18,Feb,Telephone,NO,,Not Legacy
7123,Lydon,Jan-03,Jan,Telephone,NO,,Not Legacy
21634,Nguyen,May-25,May,Telephone,NO,,Not Legacy
23267,Nguyen,Oct-10,Oct,Telephone,NO,,Not Legacy
12010,Shalley,Feb-22,Feb,Telephone,NO,,Not Legacy
9991,Nguyen,Oct-08,Oct,Meeting,YES,"$3,600",Not Legacy
18600,Nguyen,May-29,May,Meeting,NO,,Not Legacy
20920,Shalley,Aug-28,Aug,Meeting,NO,,Not Legacy
10548,Sanchez,Mar-28,Mar,Meeting,YES,"$9,800",Not Legacy
21222,Sanchez,Aug-12,Aug,Telephone,YES,"$4,600",Not Legacy
9320,Nguyen,Mar-13,Mar,Meeting,YES,"$6,000",Not Legacy
16338,Lydon,Aug-11,Aug,email,NO,,Not Legacy
19480,Shalley,Aug-11,Aug,email,NO,,Not Legacy
10767,Lydon,Oct-19,Oct,Meeting,YES,"$8,800",Not Legacy
8435,Nguyen,Mar-15,Mar,Telephone,NO,,Legacy
3273,Nguyen,Sep-11,Sep,email,NO,,Not Legacy
12535,Nguyen,Nov-04,Nov,email,NO,,Not Legacy
13829,Shalley,Sep-30,Sep,Meeting,NO,,Not Legacy
2583,Lydon,Jul-13,Jul,Meeting,YES,$800,Legacy
23683,Sanchez,Feb-22,Feb,Telephone,NO,,Not Legacy
16661,Shalley,Dec-12,Dec,Meeting,YES,"$7,600",Not Legacy
4867,Sanchez,Sep-04,Sep,email,NO,,Not Legacy
23149,Nguyen,Jun-23,Jun,Meeting,NO,,Not Legacy
20914,Lydon,Jul-19,Jul,Telephone,NO,,Not Legacy
21031,Nguyen,Mar-14,Mar,email,NO,,Legacy
2811,Sanchez,Sep-28,Sep,Telephone,NO,,Not Legacy
593,Lydon,Jul-03,Jul,Meeting,YES,"$8,800",Legacy
24614,Nguyen,Apr-14,Apr,Meeting,NO,,Not Legacy
10896,Sanchez,Apr-30,Apr,email,NO,,Legacy
15966,Lydon,Mar-23,Mar,Meeting,NO,,Legacy
14218,Lydon,Apr-25,Apr,email,NO,,Not Legacy
12758,Sanchez,Jun-20,Jun,email,NO,,Not Legacy
772,Sanchez,Aug-09,Aug,Meeting,YES,"$5,400",Not Legacy
21555,Nguyen,Apr-19,Apr,email,NO,,Not Legacy
23111,Sanchez,Mar-02,Mar,Telephone,NO,,Not Legacy
20520,Nguyen,Feb-21,Feb,Meeting,NO,,Not Legacy
9309,Nguyen,Oct-03,Oct,Meeting,YES,"$8,200",Not Legacy
3435,Sanchez,May-12,May,Meeting,NO,,Not Legacy
13782,Lydon,Sep-11,Sep,Meeting,NO,,Not Legacy
11641,Shalley,Dec-30,Dec,Meeting,NO,,Not Legacy
9479,Lydon,Sep-21,Sep,Telephone,NO,,Not Legacy
14371,Sanchez,Jun-08,Jun,email,YES,"$7,800",Not Legacy
22291,Lydon,Aug-28,Aug,email,NO,,Not Legacy
4913,Shalley,Dec-09,Dec,Telephone,NO,,Legacy
10765,Nguyen,Nov-18,Nov,email,NO,,Not Legacy
18756,Lydon,Oct-27,Oct,email,NO,,Not Legacy
13748,Nguyen,Dec-11,Dec,email,YES,"$2,800",Not Legacy
9172,Sanchez,Aug-07,Aug,Meeting,NO,,Not Legacy
6973,Sanchez,Apr-08,Apr,Meeting,YES,"$2,600",Not Legacy
15919,Lydon,Oct-18,Oct,Telephone,NO,,Not Legacy
22073,Sanchez,May-22,May,Meeting,NO,,Not Legacy
12592,Lydon,Feb-01,Feb,email,NO,,Not Legacy
13706,Sanchez,Aug-10,Aug,Telephone,NO,,Not Legacy
16849,Sanchez,Sep-15,Sep,Meeting,NO,,Not Legacy
22643,Nguyen,Jul-13,Jul,Meeting,YES,"$1,000",Not Legacy
6347,Lydon,Oct-29,Oct,Telephone,NO,,Not Legacy
9311,Nguyen,Jan-07,Jan,Meeting,YES,"$7,800",Not Legacy
4982,Nguyen,Jul-06,Jul,email,YES,"$4,600",Not Legacy
13347,Sanchez,Sep-01,Sep,email,NO,,Not Legacy
2066,Sanchez,Apr-04,Apr,email,NO,,Not Legacy
15540,Nguyen,Sep-27,Sep,Meeting,YES,"$2,800",Not Legacy
9812,Sanchez,Feb-03,Feb,email,YES,$400,Not Legacy
16175,Shalley,Feb-15,Feb,email,NO,,Not Legacy
14076,Lydon,Oct-08,Oct,Meeting,NO,,Not Legacy
5200,Lydon,Oct-08,Oct,email,NO,,Not Legacy
194,Sanchez,Apr-30,Apr,Meeting,NO,,Not Legacy
8701,Lydon,Jan-12,Jan,Meeting,YES,"$5,400",Not Legacy
24967,Shalley,Dec-03,Dec,Meeting,YES,$400,Not Legacy
18822,Nguyen,Oct-03,Oct,Meeting,NO,,Not Legacy
6037,Shalley,Apr-16,Apr,Meeting,NO,,Not Legacy
11273,Sanchez,Feb-02,Feb,Meeting,YES,"$7,000",Not Legacy
19432,Shalley,Jan-20,Jan,email,NO,,Not Legacy
1196,Sanchez,Feb-11,Feb,Telephone,NO,,Not Legacy
9506,Sanchez,Mar-17,Mar,Meeting,NO,,Not Legacy
17222,Lydon,Jul-03,Jul,email,NO,,Not Legacy
1817,Nguyen,Jun-25,Jun,email,NO,,Not Legacy
20130,Shalley,Jun-09,Jun,Meeting,NO,,Not Legacy
7545,Nguyen,Jan-18,Jan,Meeting,NO,,Not Legacy
9630,Shalley,Apr-08,Apr,Telephone,NO,,Not Legacy
3158,Sanchez,Jan-16,Jan,email,NO,,Not Legacy
22403,Lydon,Jun-21,Jun,Telephone,NO,,Not Legacy
6919,Lydon,Dec-21,Dec,email,NO,,Not Legacy
10405,Lydon,Jan-28,Jan,Meeting,NO,,Not Legacy
2586,Nguyen,Mar-21,Mar,email,NO,,Not Legacy
370,Sanchez,Oct-12,Oct,Telephone,NO,,Not Legacy
23178,Nguyen,Feb-26,Feb,Telephone,YES,"$7,200",Not Legacy
291,Sanchez,Feb-27,Feb,Telephone,NO,,Not Legacy
14294,Shalley,Oct-18,Oct,Telephone,NO,,Not Legacy
3090,Sanchez,Apr-29,Apr,Meeting,NO,,Not Legacy
12120,Nguyen,May-18,May,email,NO,,Not Legacy
20298,Sanchez,Aug-21,Aug,Meeting,NO,,Legacy
15943,Sanchez,Mar-11,Mar,email,NO,,Not Legacy
8272,Nguyen,Sep-17,Sep,email,NO,,Not Legacy
14315,Lydon,Nov-09,Nov,Meeting,NO,,Not Legacy
16000,Lydon,Nov-04,Nov,email,NO,,Not Legacy
4287,Lydon,Aug-02,Aug,Telephone,NO,,Not Legacy
21435,Nguyen,Sep-08,Sep,email,NO,,Not Legacy
13642,Shalley,Nov-25,Nov,email,NO,,Not Legacy
8369,Sanchez,Aug-20,Aug,Meeting,NO,,Not Legacy
20531,Nguyen,Aug-20,Aug,Telephone,NO,,Legacy
772,Shalley,Jan-04,Jan,Telephone,NO,,Not Legacy
22642,Lydon,Dec-16,Dec,email,NO,,Not Legacy
16764,Nguyen,Feb-29,Feb,Telephone,NO,,Not Legacy
15374,Nguyen,Sep-16,Sep,email,NO,,Not Legacy
8525,Shalley,Dec-15,Dec,Meeting,NO,,Not Legacy
10641,Sanchez,Oct-02,Oct,Meeting,NO,,Not Legacy
11070,Nguyen,Nov-25,Nov,Telephone,NO,,Not Legacy
3684,Sanchez,May-24,May,Meeting,NO,,Legacy
6972,Sanchez,Nov-15,Nov,email,NO,,Not Legacy
18015,Lydon,Sep-09,Sep,Telephone,NO,,Not Legacy
2873,Lydon,Jul-31,Jul,email,NO,,Not Legacy
5158,Nguyen,Jul-16,Jul,Telephone,NO,,Not Legacy
15941,Nguyen,Mar-16,Mar,email,NO,,Not Legacy
18314,Shalley,Jul-08,Jul,email,NO,,Not Legacy
5579,Lydon,Mar-06,Mar,Meeting,YES,"$4,000",Not Legacy
24460,Nguyen,Jan-20,Jan,Meeting,NO,,Not Legacy
6754,Sanchez,Apr-14,Apr,Meeting,YES,"$3,000",Legacy
19547,Lydon,Dec-20,Dec,Meeting,NO,,Not Legacy
2248,Lydon,May-12,May,email,NO,,Not Legacy
16632,Sanchez,Apr-13,Apr,Meeting,YES,"$3,400",Not Legacy
19905,Sanchez,May-17,May,email,NO,,Not Legacy
810,Nguyen,Jul-03,Jul,Meeting,YES,"$6,600",Legacy
19270,Lydon,Nov-14,Nov,email,NO,,Not Legacy
20245,Sanchez,Dec-03,Dec,email,NO,,Legacy
11917,Lydon,Aug-25,Aug,Telephone,NO,,Not Legacy
17418,Shalley,Mar-16,Mar,Meeting,NO,,Not Legacy
12294,Lydon,Aug-08,Aug,email,NO,,Not Legacy
7405,Shalley,Nov-15,Nov,Meeting,NO,,Not Legacy
756,Lydon,Jan-13,Jan,Meeting,NO,,Not Legacy
12385,Lydon,Jan-25,Jan,email,NO,,Legacy
15607,Nguyen,Feb-23,Feb,Telephone,NO,,Not Legacy
17325,Nguyen,Nov-03,Nov,Meeting,YES,"$1,800",Not Legacy
24748,Lydon,May-02,May,Meeting,NO,,Not Legacy
4097,Sanchez,May-27,May,Meeting,NO,,Not Legacy
7579,Lydon,Jun-12,Jun,Telephone,NO,,Not Legacy
23768,Lydon,Apr-21,Apr,email,NO,,Not Legacy
4865,Lydon,May-04,May,email,NO,,Not Legacy
23185,Shalley,Apr-20,Apr,Telephone,NO,,Not Legacy
3303,Sanchez,Mar-01,Mar,email,NO,,Not Legacy
11914,Sanchez,Mar-11,Mar,Meeting,YES,"$1,000",Not Legacy
17674,Lydon,Sep-11,Sep,Meeting,NO,,Legacy
6443,Lydon,May-21,May,Telephone,NO,,Not Legacy
4514,Lydon,Sep-15,Sep,Telephone,NO,,Not Legacy
9360,Nguyen,May-04,May,email,NO,,Not Legacy
343,Nguyen,Oct-24,Oct,email,NO,,Not Legacy
6132,Shalley,Apr-03,Apr,email,NO,,Not Legacy
2487,Sanchez,Jun-03,Jun,Meeting,NO,,Not Legacy
8124,Sanchez,Nov-01,Nov,email,NO,,Not Legacy
19491,Shalley,Sep-17,Sep,Telephone,NO,,Not Legacy
2439,Nguyen,Jun-29,Jun,email,NO,,Not Legacy
19493,Nguyen,Mar-30,Mar,email,NO,,Not Legacy
24296,Sanchez,Jun-13,Jun,Meeting,NO,,Not Legacy
21069,Nguyen,Apr-09,Apr,email,NO,,Not Legacy
15542,Lydon,Feb-22,Feb,Meeting,YES,"$2,000",Not Legacy
8297,Shalley,Dec-27,Dec,Meeting,YES,"$8,000",Not Legacy
3304,Sanchez,Dec-17,Dec,email,NO,,Not Legacy
3968,Sanchez,Jan-27,Jan,email,NO,,Not Legacy
15543,Sanchez,Feb-13,Feb,Meeting,NO,,Not Legacy
16263,Sanchez,Apr-01,Apr,Meeting,NO,,Not Legacy
18910,Nguyen,May-25,May,email,NO,,Not Legacy
11901,Lydon,Jul-27,Jul,Meeting,NO,,Legacy
20679,Shalley,Aug-29,Aug,Meeting,YES,"$1,000",Not Legacy
16050,Shalley,Jun-21,Jun,email,NO,,Not Legacy
8701,Lydon,Dec-25,Dec,Meeting,NO,,Not Legacy
6081,Sanchez,Jan-03,Jan,Telephone,NO,,Not Legacy
17213,Nguyen,Aug-03,Aug,Meeting,NO,,Not Legacy
15138,Nguyen,Feb-22,Feb,Meeting,NO,,Not Legacy
16778,Sanchez,Oct-21,Oct,Telephone,NO,,Legacy
13430,Shalley,Mar-06,Mar,Telephone,NO,,Not Legacy
15634,Shalley,Jun-20,Jun,Meeting,NO,,Not Legacy
13086,Sanchez,Jan-06,Jan,Meeting,YES,"$7,400",Not Legacy
21614,Nguyen,Jun-18,Jun,Meeting,YES,"$2,600",Legacy
10840,Nguyen,Dec-08,Dec,Meeting,NO,,Not Legacy
19233,Shalley,Nov-12,Nov,Telephone,NO,,Not Legacy
13351,Nguyen,Dec-03,Dec,Telephone,NO,,Not Legacy
21296,Nguyen,Jan-18,Jan,email,NO,,Not Legacy
8706,Nguyen,Aug-05,Aug,email,NO,,Not Legacy
3252,Nguyen,Oct-15,Oct,Meeting,NO,,Not Legacy
7425,Lydon,Nov-22,Nov,Meeting,NO,,Not Legacy
12800,Nguyen,Dec-08,Dec,email,NO,,Not Legacy
15493,Shalley,Feb-16,Feb,Meeting,NO,,Not Legacy
1388,Nguyen,Dec-15,Dec,Meeting,NO,,Not Legacy
21877,Shalley,May-18,May,Meeting,NO,,Not Legacy
19097,Shalley,May-18,May,email,NO,,Not Legacy
11418,Lydon,Apr-11,Apr,Telephone,NO,,Not Legacy
2624,Sanchez,May-05,May,Meeting,YES,"$8,800",Not Legacy
18663,Nguyen,Feb-15,Feb,Meeting,NO,,Not Legacy
19424,Lydon,Sep-30,Sep,email,NO,,Not Legacy
8186,Shalley,Jan-14,Jan,Meeting,YES,$600,Legacy
