sender,receiver,amount,timestamp,transaction_type,location,device_type,is_foreign_transaction,time_of_day,risk_score
U77,U52,27476.62,2025-01-01,wire_transfer,US,desktop,1,15,1
U116,U132,18150.37,2025-01-01,wire_transfer,US,desktop,1,23,1
U241,U146,46545.75,2025-01-01,wire_transfer,US,desktop,1,0,1
U65,U90,4478.16,2025-01-01,wire_transfer,US,desktop,1,17,1
U213,U102,28519.52,2025-01-01,wire_transfer,US,desktop,1,10,1
U196,U183,23082.82,2025-01-01,wire_transfer,US,desktop,1,18,1
U249,U45,6180.72,2025-01-01,wire_transfer,US,desktop,1,10,1
U70,U234,22015.01,2025-01-01,wire_transfer,US,desktop,1,20,1
U153,U7,51638.94,2025-01-01,wire_transfer,US,desktop,1,15,1
U38,U209,50127.34,2025-01-01,wire_transfer,US,desktop,1,6,1
U129,U168,25432.66,2025-01-01,wire_transfer,US,desktop,1,19,1
U130,U10,985.34,2025-01-01,wire_transfer,US,desktop,1,6,1
U232,U168,41155.85,2025-01-01,wire_transfer,US,desktop,1,21,1
U82,U15,21445.95,2025-01-01,wire_transfer,US,desktop,1,19,1
U161,U210,7433.86,2025-01-01,wire_transfer,US,desktop,1,21,1
U16,U168,4146.64,2025-01-01,wire_transfer,US,desktop,1,20,1
U157,U235,2470.58,2025-01-01,wire_transfer,US,desktop,1,16,1
U222,U161,1030.85,2025-01-01,wire_transfer,US,desktop,1,4,1
U238,U194,28056.87,2025-01-01,wire_transfer,US,desktop,1,14,1
U242,U68,5379.64,2025-01-01,wire_transfer,US,desktop,1,2,1
U49,U207,491.04,2025-01-01,wire_transfer,US,desktop,1,1,1
U206,U248,10125.74,2025-01-01,wire_transfer,US,desktop,1,22,1
U197,U116,13179.05,2025-01-01,wire_transfer,US,desktop,1,9,1
U44,U171,3708.05,2025-01-01,wire_transfer,US,desktop,1,2,1
U69,U129,900.96,2025-01-01,wire_transfer,US,desktop,1,3,1
U172,U26,4192.84,2025-01-01,wire_transfer,US,desktop,1,8,1
U157,U49,22732.69,2025-01-01,wire_transfer,US,desktop,1,18,1
U143,U196,1716.47,2025-01-01,wire_transfer,US,desktop,1,3,1
U114,U3,16195.28,2025-01-01,wire_transfer,US,desktop,1,22,1
U197,U16,3166.13,2025-01-01,wire_transfer,US,desktop,1,21,1
U5,U133,4355.39,2025-01-01,wire_transfer,US,desktop,1,13,1
U182,U121,9987.1,2025-01-01,wire_transfer,US,desktop,1,15,1
U105,U209,2125.56,2025-01-01,wire_transfer,US,desktop,1,20,1
U26,U192,3803.93,2025-01-01,wire_transfer,US,desktop,1,21,1
U108,U109,8583.45,2025-01-01,wire_transfer,US,desktop,1,21,1
U197,U243,7999.67,2025-01-01,wire_transfer,US,desktop,1,13,1
U241,U25,27667.69,2025-01-01,wire_transfer,US,desktop,1,19,1
U153,U155,1554.52,2025-01-01,wire_transfer,US,desktop,1,12,1
U49,U215,39386.75,2025-01-01,wire_transfer,US,desktop,1,2,1
U36,U179,33881.64,2025-01-01,wire_transfer,US,desktop,1,2,1
U14,U2,29047.97,2025-01-01,wire_transfer,US,desktop,1,7,1
U61,U150,7403.09,2025-01-01,wire_transfer,US,desktop,1,13,1
U74,U126,34618.76,2025-01-01,wire_transfer,US,desktop,1,17,1
U38,U109,4037.48,2025-01-01,wire_transfer,US,desktop,1,21,1
U215,U153,2657.13,2025-01-01,wire_transfer,US,desktop,1,12,1
U62,U134,919.96,2025-01-01,wire_transfer,US,desktop,1,0,1
U109,U156,56039.65,2025-01-01,wire_transfer,US,desktop,1,19,1
U219,U105,7363.7,2025-01-01,wire_transfer,US,desktop,1,12,1
U115,U93,49927.74,2025-01-01,wire_transfer,US,desktop,1,3,1
U205,U13,6365.95,2025-01-01,wire_transfer,US,desktop,1,18,1
U196,U249,47625.2,2025-01-01,wire_transfer,US,desktop,1,13,1
U175,U32,46853.37,2025-01-01,wire_transfer,US,desktop,1,3,1
U224,U223,51455.37,2025-01-01,wire_transfer,US,desktop,1,11,1
U130,U204,13709.67,2025-01-01,wire_transfer,US,desktop,1,10,1
U120,U0,40190.29,2025-01-01,wire_transfer,US,desktop,1,5,1
U32,U80,60223.37,2025-01-01,wire_transfer,US,desktop,1,14,1
U93,U139,7849.51,2025-01-01,wire_transfer,US,desktop,1,0,1
U132,U3,10855.77,2025-01-01,wire_transfer,US,desktop,1,4,1
U152,U12,25405.11,2025-01-01,wire_transfer,US,desktop,1,7,1
U135,U74,7143.78,2025-01-01,wire_transfer,US,desktop,1,14,1
U194,U184,28032.98,2025-01-01,wire_transfer,US,desktop,1,15,1
U108,U199,1535.29,2025-01-01,wire_transfer,US,desktop,1,8,1
U117,U46,14825.68,2025-01-01,wire_transfer,US,desktop,1,15,1
U127,U185,2609.32,2025-01-01,wire_transfer,US,desktop,1,12,1
U56,U234,6943.65,2025-01-01,wire_transfer,US,desktop,1,14,1
U98,U138,5984.98,2025-01-01,wire_transfer,US,desktop,1,17,1
U154,U92,36518.58,2025-01-01,wire_transfer,US,desktop,1,13,1
U70,U20,4301.46,2025-01-01,wire_transfer,US,desktop,1,21,1
U140,U180,33051.91,2025-01-01,wire_transfer,US,desktop,1,23,1
U126,U8,31593.73,2025-01-01,wire_transfer,US,desktop,1,21,1
U175,U17,13818.32,2025-01-01,wire_transfer,US,desktop,1,7,1
U238,U111,5327.37,2025-01-01,wire_transfer,US,desktop,1,11,1
U158,U91,5146.84,2025-01-01,wire_transfer,US,desktop,1,13,1
U167,U55,12506.95,2025-01-01,wire_transfer,US,desktop,1,10,1
U84,U58,176.96,2025-01-01,wire_transfer,US,desktop,1,3,1
U73,U2,15158.01,2025-01-01,wire_transfer,US,desktop,1,17,1
U235,U35,61058.55,2025-01-01,wire_transfer,US,desktop,1,10,1
U92,U240,3361.44,2025-01-01,wire_transfer,US,desktop,1,10,1
U88,U157,17035.62,2025-01-01,wire_transfer,US,desktop,1,9,1
U105,U204,65287.24,2025-01-01,wire_transfer,US,desktop,1,7,1
U39,U96,39396.99,2025-01-01,wire_transfer,US,desktop,1,18,1
U161,U31,37993.15,2025-01-01,wire_transfer,US,desktop,1,22,1
U8,U56,34502.58,2025-01-01,wire_transfer,US,desktop,1,15,1
U71,U136,7392.99,2025-01-01,wire_transfer,US,desktop,1,12,1
U112,U13,44257.97,2025-01-01,wire_transfer,US,desktop,1,0,1
U65,U120,56720.06,2025-01-01,wire_transfer,US,desktop,1,1,1
U55,U143,13695.34,2025-01-01,wire_transfer,US,desktop,1,8,1
U52,U87,8756.8,2025-01-01,wire_transfer,US,desktop,1,17,1
U26,U42,10696.53,2025-01-01,wire_transfer,US,desktop,1,10,1
U95,U130,8135.51,2025-01-01,wire_transfer,US,desktop,1,22,1
U23,U229,4775.77,2025-01-01,wire_transfer,US,desktop,1,2,1
U3,U16,19270.19,2025-01-01,wire_transfer,US,desktop,1,5,1
U107,U15,16538.0,2025-01-01,wire_transfer,US,desktop,1,8,1
U196,U82,12419.7,2025-01-01,wire_transfer,US,desktop,1,20,1
U21,U227,2015.1,2025-01-01,wire_transfer,US,desktop,1,14,1
U145,U206,31880.44,2025-01-01,wire_transfer,US,desktop,1,1,1
U225,U21,3845.83,2025-01-01,wire_transfer,US,desktop,1,11,1
U23,U191,2433.46,2025-01-01,wire_transfer,US,desktop,1,14,1
U83,U136,19513.99,2025-01-01,wire_transfer,US,desktop,1,14,1
U195,U56,10171.38,2025-01-01,wire_transfer,US,desktop,1,8,1
U154,U216,1233.43,2025-01-01,wire_transfer,US,desktop,1,12,1
U68,U207,8787.73,2025-01-01,wire_transfer,US,desktop,1,12,1
U242,U232,29548.93,2025-01-01,wire_transfer,US,desktop,1,20,1
U42,U196,19103.19,2025-01-01,wire_transfer,US,desktop,1,15,1
U219,U42,9013.0,2025-01-01,wire_transfer,US,desktop,1,11,1
U127,U63,4259.03,2025-01-01,wire_transfer,US,desktop,1,14,1
U170,U192,19982.34,2025-01-01,wire_transfer,US,desktop,1,8,1
U141,U56,43705.87,2025-01-01,wire_transfer,US,desktop,1,2,1
U208,U58,20784.58,2025-01-01,wire_transfer,US,desktop,1,1,1
U143,U10,33522.65,2025-01-01,wire_transfer,US,desktop,1,5,1
U128,U164,14743.14,2025-01-01,wire_transfer,US,desktop,1,20,1
U137,U189,25314.92,2025-01-01,wire_transfer,US,desktop,1,23,1
U27,U225,45310.95,2025-01-01,wire_transfer,US,desktop,1,16,1
U19,U145,29671.88,2025-01-01,wire_transfer,US,desktop,1,17,1
U91,U47,48126.48,2025-01-01,wire_transfer,US,desktop,1,5,1
U166,U162,11282.4,2025-01-01,wire_transfer,US,desktop,1,17,1
U242,U154,46914.08,2025-01-01,wire_transfer,US,desktop,1,23,1
U84,U123,19434.34,2025-01-01,wire_transfer,US,desktop,1,5,1
U16,U54,40811.92,2025-01-01,wire_transfer,US,desktop,1,11,1
U206,U19,803.46,2025-01-01,wire_transfer,US,desktop,1,19,1
U101,U228,21450.26,2025-01-01,wire_transfer,US,desktop,1,14,1
U61,U94,37674.22,2025-01-01,wire_transfer,US,desktop,1,11,1
U17,U101,3828.1,2025-01-01,wire_transfer,US,desktop,1,2,1
U184,U133,21681.58,2025-01-01,wire_transfer,US,desktop,1,4,1
U96,U243,34854.21,2025-01-01,wire_transfer,US,desktop,1,0,1
U228,U28,6792.13,2025-01-01,wire_transfer,US,desktop,1,14,1
U100,U35,10392.16,2025-01-01,wire_transfer,US,desktop,1,4,1
U33,U178,16856.98,2025-01-01,wire_transfer,US,desktop,1,4,1
U106,U184,14644.73,2025-01-01,wire_transfer,US,desktop,1,13,1
U134,U41,799.56,2025-01-01,wire_transfer,US,desktop,1,12,1
U10,U185,2077.72,2025-01-01,wire_transfer,US,desktop,1,19,1
U101,U145,2117.58,2025-01-01,wire_transfer,US,desktop,1,12,1
U106,U248,6083.49,2025-01-01,wire_transfer,US,desktop,1,7,1
U75,U27,5643.65,2025-01-01,wire_transfer,US,desktop,1,23,1
U26,U190,27113.16,2025-01-01,wire_transfer,US,desktop,1,5,1
U242,U135,17007.46,2025-01-01,wire_transfer,US,desktop,1,0,1
U199,U55,28876.44,2025-01-01,wire_transfer,US,desktop,1,8,1
U25,U173,1449.18,2025-01-01,wire_transfer,US,desktop,1,20,1
U130,U205,13280.09,2025-01-01,wire_transfer,US,desktop,1,21,1
U11,U176,7824.61,2025-01-01,wire_transfer,US,desktop,1,20,1
U188,U47,37934.31,2025-01-01,wire_transfer,US,desktop,1,17,1
U73,U142,24605.59,2025-01-01,wire_transfer,US,desktop,1,0,1
U140,U120,40690.66,2025-01-01,wire_transfer,US,desktop,1,21,1
U64,U68,950.79,2025-01-01,wire_transfer,US,desktop,1,15,1
U41,U22,25518.22,2025-01-01,wire_transfer,US,desktop,1,20,1
U66,U207,15530.94,2025-01-01,wire_transfer,US,desktop,1,13,1
U126,U173,34859.39,2025-01-01,wire_transfer,US,desktop,1,7,1
U58,U85,14151.44,2025-01-01,wire_transfer,US,desktop,1,13,1
U60,U235,15539.67,2025-01-01,wire_transfer,US,desktop,1,1,1
U140,U34,1063.11,2025-01-01,wire_transfer,US,desktop,1,6,1
U154,U14,22083.93,2025-01-01,wire_transfer,US,desktop,1,3,1
U2,U232,6380.42,2025-01-01,wire_transfer,US,desktop,1,2,1
U140,U47,397.81,2025-01-01,wire_transfer,US,desktop,1,6,1
U243,U7,1374.94,2025-01-01,wire_transfer,US,desktop,1,19,1
U98,U36,63064.39,2025-01-01,wire_transfer,US,desktop,1,13,1
U247,U14,8495.32,2025-01-01,wire_transfer,US,desktop,1,10,1
U98,U14,40510.53,2025-01-01,wire_transfer,US,desktop,1,5,1
U80,U51,64216.78,2025-01-01,wire_transfer,US,desktop,1,14,1
U5,U96,57388.05,2025-01-01,wire_transfer,US,desktop,1,9,1
U82,U212,42694.9,2025-01-01,wire_transfer,US,desktop,1,12,1
U214,U16,45046.19,2025-01-01,wire_transfer,US,desktop,1,0,1
U104,U231,6821.88,2025-01-01,wire_transfer,US,desktop,1,21,1
U116,U16,3284.99,2025-01-01,wire_transfer,US,desktop,1,6,1
U106,U26,20392.1,2025-01-01,wire_transfer,US,desktop,1,14,1
U19,U52,13392.74,2025-01-01,wire_transfer,US,desktop,1,19,1
U230,U45,2079.38,2025-01-01,wire_transfer,US,desktop,1,17,1
U36,U164,22635.61,2025-01-01,wire_transfer,US,desktop,1,14,1
U78,U188,16550.04,2025-01-01,wire_transfer,US,desktop,1,19,1
U153,U202,39765.33,2025-01-01,wire_transfer,US,desktop,1,9,1
U135,U165,18790.36,2025-01-01,wire_transfer,US,desktop,1,15,1
U143,U200,17063.79,2025-01-01,wire_transfer,US,desktop,1,14,1
U14,U152,11623.24,2025-01-01,wire_transfer,US,desktop,1,21,1
U163,U150,12427.21,2025-01-01,wire_transfer,US,desktop,1,6,1
U249,U22,61748.72,2025-01-01,wire_transfer,US,desktop,1,4,1
U118,U243,2980.35,2025-01-01,wire_transfer,US,desktop,1,4,1
U128,U244,11819.71,2025-01-01,wire_transfer,US,desktop,1,17,1
U15,U169,21332.23,2025-01-01,wire_transfer,US,desktop,1,5,1
U172,U131,11348.3,2025-01-01,wire_transfer,US,desktop,1,1,1
U161,U61,6659.6,2025-01-01,wire_transfer,US,desktop,1,19,1
U192,U137,6775.5,2025-01-01,wire_transfer,US,desktop,1,21,1
U68,U29,5322.48,2025-01-01,wire_transfer,US,desktop,1,18,1
U69,U175,8428.94,2025-01-01,wire_transfer,US,desktop,1,12,1
U118,U88,41063.75,2025-01-01,wire_transfer,US,desktop,1,1,1
U167,U61,14073.03,2025-01-01,wire_transfer,US,desktop,1,5,1
U139,U172,5495.02,2025-01-01,wire_transfer,US,desktop,1,13,1
U136,U58,9707.27,2025-01-01,wire_transfer,US,desktop,1,21,1
U40,U175,2237.2,2025-01-01,wire_transfer,US,desktop,1,9,1
U232,U90,46875.59,2025-01-01,wire_transfer,US,desktop,1,10,1
U208,U54,10491.66,2025-01-01,wire_transfer,US,desktop,1,18,1
U72,U165,78635.54,2025-01-01,wire_transfer,US,desktop,1,14,1
U0,U20,8540.07,2025-01-01,wire_transfer,US,desktop,1,4,1
U222,U23,36201.24,2025-01-01,wire_transfer,US,desktop,1,14,1
U135,U40,5924.65,2025-01-01,wire_transfer,US,desktop,1,5,1
U160,U212,1584.17,2025-01-01,wire_transfer,US,desktop,1,8,1
U197,U184,644.96,2025-01-01,wire_transfer,US,desktop,1,16,1
U176,U20,18636.64,2025-01-01,wire_transfer,US,desktop,1,12,1
U229,U237,7466.94,2025-01-01,wire_transfer,US,desktop,1,9,1
U192,U68,11722.48,2025-01-01,wire_transfer,US,desktop,1,18,1
U167,U197,34146.2,2025-01-01,wire_transfer,US,desktop,1,2,1
U39,U204,5703.25,2025-01-01,wire_transfer,US,desktop,1,8,1
U51,U85,7382.25,2025-01-01,wire_transfer,US,desktop,1,9,1
U82,U178,37330.03,2025-01-01,wire_transfer,US,desktop,1,4,1
U99,U136,13575.51,2025-01-01,wire_transfer,US,desktop,1,20,1
U54,U147,35166.32,2025-01-01,wire_transfer,US,desktop,1,11,1
U44,U129,9383.31,2025-01-01,wire_transfer,US,desktop,1,9,1
U100,U58,10162.25,2025-01-01,wire_transfer,US,desktop,1,19,1
U94,U84,3657.76,2025-01-01,wire_transfer,US,desktop,1,7,1
U239,U4,49621.29,2025-01-01,wire_transfer,US,desktop,1,23,1
U225,U108,45418.57,2025-01-01,wire_transfer,US,desktop,1,21,1
U98,U81,82976.46,2025-01-01,wire_transfer,US,desktop,1,21,1
U192,U177,10298.25,2025-01-01,wire_transfer,US,desktop,1,19,1
U91,U38,34142.66,2025-01-01,wire_transfer,US,desktop,1,14,1
U103,U97,10721.29,2025-01-01,wire_transfer,US,desktop,1,11,1
U74,U7,12113.67,2025-01-01,wire_transfer,US,desktop,1,11,1
U116,U113,35439.07,2025-01-01,wire_transfer,US,desktop,1,17,1
U16,U189,3904.9,2025-01-01,wire_transfer,US,desktop,1,15,1
U232,U0,4977.2,2025-01-01,wire_transfer,US,desktop,1,23,1
U97,U101,7558.8,2025-01-01,wire_transfer,US,desktop,1,18,1
U17,U51,31040.28,2025-01-01,wire_transfer,US,desktop,1,23,1
U244,U9,9325.06,2025-01-01,wire_transfer,US,desktop,1,23,1
U224,U212,8868.58,2025-01-01,wire_transfer,US,desktop,1,6,1
U35,U211,134782.97,2025-01-01,wire_transfer,US,desktop,1,6,1
U117,U59,9683.87,2025-01-01,wire_transfer,US,desktop,1,22,1
U77,U240,5694.28,2025-01-01,wire_transfer,US,desktop,1,10,1
U198,U0,19521.54,2025-01-01,wire_transfer,US,desktop,1,8,1
U155,U203,32377.64,2025-01-01,wire_transfer,US,desktop,1,12,1
U122,U154,1442.98,2025-01-01,wire_transfer,US,desktop,1,21,1
U214,U139,19293.46,2025-01-01,wire_transfer,US,desktop,1,5,1
U59,U22,727.79,2025-01-01,wire_transfer,US,desktop,1,23,1
U235,U155,14944.99,2025-01-01,wire_transfer,US,desktop,1,19,1
U228,U174,5940.96,2025-01-01,wire_transfer,US,desktop,1,11,1
U69,U187,7324.17,2025-01-01,wire_transfer,US,desktop,1,9,1
U0,U135,12588.28,2025-01-01,wire_transfer,US,desktop,1,22,1
U189,U110,52375.38,2025-01-01,wire_transfer,US,desktop,1,9,1
U62,U221,24803.56,2025-01-01,wire_transfer,US,desktop,1,1,1
U222,U86,55243.45,2025-01-01,wire_transfer,US,desktop,1,20,1
U175,U134,21574.49,2025-01-01,wire_transfer,US,desktop,1,15,1
U55,U136,142.66,2025-01-01,wire_transfer,US,desktop,1,17,1
U151,U240,6173.63,2025-01-01,wire_transfer,US,desktop,1,19,1
U99,U95,47240.88,2025-01-01,wire_transfer,US,desktop,1,7,1
U7,U167,20625.36,2025-01-01,wire_transfer,US,desktop,1,6,1
U56,U228,79959.5,2025-01-01,wire_transfer,US,desktop,1,20,1
U137,U221,3391.2,2025-01-01,wire_transfer,US,desktop,1,7,1
U235,U142,7040.8,2025-01-01,wire_transfer,US,desktop,1,16,1
U236,U119,8999.87,2025-01-01,wire_transfer,US,desktop,1,12,1
U7,U224,7907.06,2025-01-01,wire_transfer,US,desktop,1,19,1
U191,U46,5806.82,2025-01-01,wire_transfer,US,desktop,1,19,1
U93,U74,11720.53,2025-01-01,wire_transfer,US,desktop,1,17,1
U44,U216,20561.11,2025-01-01,wire_transfer,US,desktop,1,22,1
U180,U191,7457.74,2025-01-01,wire_transfer,US,desktop,1,22,1
U99,U233,1661.11,2025-01-01,wire_transfer,US,desktop,1,18,1
U71,U120,24656.54,2025-01-01,wire_transfer,US,desktop,1,6,1
U13,U187,12287.33,2025-01-01,wire_transfer,US,desktop,1,7,1
U113,U197,16260.35,2025-01-01,wire_transfer,US,desktop,1,23,1
U153,U56,12154.1,2025-01-01,wire_transfer,US,desktop,1,22,1
U234,U171,44210.6,2025-01-01,wire_transfer,US,desktop,1,16,1
U176,U163,16362.65,2025-01-01,wire_transfer,US,desktop,1,11,1
U7,U77,51351.03,2025-01-01,wire_transfer,US,desktop,1,21,1
U7,U129,14290.49,2025-01-01,wire_transfer,US,desktop,1,20,1
U186,U60,6922.85,2025-01-01,wire_transfer,US,desktop,1,17,1
U209,U153,8783.83,2025-01-01,wire_transfer,US,desktop,1,7,1
U80,U51,14768.3,2025-01-01,wire_transfer,US,desktop,1,8,1
U214,U159,15100.0,2025-01-01,wire_transfer,US,desktop,1,4,1
U188,U35,23252.63,2025-01-01,wire_transfer,US,desktop,1,7,1
U98,U29,5084.81,2025-01-01,wire_transfer,US,desktop,1,22,1
U29,U82,21508.24,2025-01-01,wire_transfer,US,desktop,1,16,1
U236,U21,30154.6,2025-01-01,wire_transfer,US,desktop,1,12,1
U76,U149,22576.81,2025-01-01,wire_transfer,US,desktop,1,17,1
U228,U101,13148.97,2025-01-01,wire_transfer,US,desktop,1,18,1
U166,U30,95783.43,2025-01-01,wire_transfer,US,desktop,1,4,1
U73,U151,10377.6,2025-01-01,wire_transfer,US,desktop,1,15,1
U127,U109,2254.21,2025-01-01,wire_transfer,US,desktop,1,6,1
U162,U244,34463.81,2025-01-01,wire_transfer,US,desktop,1,17,1
U110,U23,4770.25,2025-01-01,wire_transfer,US,desktop,1,0,1
U218,U3,24985.37,2025-01-01,wire_transfer,US,desktop,1,21,1
U209,U116,3944.07,2025-01-01,wire_transfer,US,desktop,1,11,1
U55,U39,340.43,2025-01-01,wire_transfer,US,desktop,1,11,1
U191,U114,3482.27,2025-01-01,wire_transfer,US,desktop,1,0,1
U168,U2,9463.81,2025-01-01,wire_transfer,US,desktop,1,3,1
U151,U72,2254.83,2025-01-01,wire_transfer,US,desktop,1,23,1
U220,U66,4404.93,2025-01-01,wire_transfer,US,desktop,1,14,1
U216,U161,28931.61,2025-01-01,wire_transfer,US,desktop,1,6,1
U8,U102,29383.4,2025-01-01,wire_transfer,US,desktop,1,3,1
U112,U71,34018.81,2025-01-01,wire_transfer,US,desktop,1,6,1
U90,U222,36796.56,2025-01-01,wire_transfer,US,desktop,1,16,1
U130,U147,10909.58,2025-01-01,wire_transfer,US,desktop,1,16,1
U26,U136,40430.95,2025-01-01,wire_transfer,US,desktop,1,15,1
U123,U153,14928.3,2025-01-01,wire_transfer,US,desktop,1,7,1
U59,U160,12720.11,2025-01-01,wire_transfer,US,desktop,1,22,1
U103,U55,25355.04,2025-01-01,wire_transfer,US,desktop,1,14,1
U162,U45,4811.35,2025-01-01,wire_transfer,US,desktop,1,18,1
U242,U229,31165.14,2025-01-01,wire_transfer,US,desktop,1,23,1
U238,U223,11223.64,2025-01-01,wire_transfer,US,desktop,1,20,1
U115,U45,2723.16,2025-01-01,wire_transfer,US,desktop,1,16,1
U246,U223,2541.04,2025-01-01,wire_transfer,US,desktop,1,13,1
U26,U201,3604.24,2025-01-01,wire_transfer,US,desktop,1,8,1
U30,U173,44249.9,2025-01-01,wire_transfer,US,desktop,1,16,1
U195,U167,94072.92,2025-01-01,wire_transfer,US,desktop,1,12,1
U133,U213,8831.4,2025-01-01,wire_transfer,US,desktop,1,15,1
U84,U39,6910.29,2025-01-01,wire_transfer,US,desktop,1,14,1
U217,U139,4937.74,2025-01-01,wire_transfer,US,desktop,1,15,1
U205,U190,34724.58,2025-01-01,wire_transfer,US,desktop,1,2,1
U124,U166,4694.39,2025-01-01,wire_transfer,US,desktop,1,2,1
U8,U72,51564.17,2025-01-01,wire_transfer,US,desktop,1,19,1
U105,U54,22013.31,2025-01-01,wire_transfer,US,desktop,1,17,1
U28,U194,45485.36,2025-01-01,wire_transfer,US,desktop,1,21,1
U115,U164,16149.17,2025-01-01,wire_transfer,US,desktop,1,3,1
U29,U195,23467.57,2025-01-01,wire_transfer,US,desktop,1,17,1
U42,U36,19323.18,2025-01-01,wire_transfer,US,desktop,1,22,1
U187,U47,35580.28,2025-01-01,wire_transfer,US,desktop,1,5,1
U128,U56,36140.81,2025-01-01,wire_transfer,US,desktop,1,12,1
U2,U35,17821.87,2025-01-01,wire_transfer,US,desktop,1,10,1
U127,U222,20021.06,2025-01-01,wire_transfer,US,desktop,1,13,1
U207,U179,50989.14,2025-01-01,wire_transfer,US,desktop,1,16,1
U65,U20,53147.09,2025-01-01,wire_transfer,US,desktop,1,5,1
U1,U216,21827.76,2025-01-01,wire_transfer,US,desktop,1,16,1
U9,U52,155.69,2025-01-01,wire_transfer,US,desktop,1,15,1
U219,U88,2205.48,2025-01-01,wire_transfer,US,desktop,1,14,1
U75,U159,39030.47,2025-01-01,wire_transfer,US,desktop,1,21,1
U158,U44,1770.38,2025-01-01,wire_transfer,US,desktop,1,10,1
U13,U37,4803.74,2025-01-01,wire_transfer,US,desktop,1,22,1
U3,U56,5241.5,2025-01-01,wire_transfer,US,desktop,1,1,1
U68,U185,18337.56,2025-01-01,wire_transfer,US,desktop,1,16,1
U185,U15,17190.31,2025-01-01,wire_transfer,US,desktop,1,18,1
U228,U36,6833.41,2025-01-01,wire_transfer,US,desktop,1,17,1
U105,U48,4654.07,2025-01-01,wire_transfer,US,desktop,1,12,1
U111,U243,28923.61,2025-01-01,wire_transfer,US,desktop,1,17,1
U139,U182,54808.21,2025-01-01,wire_transfer,US,desktop,1,20,1
U137,U139,1085.02,2025-01-01,wire_transfer,US,desktop,1,22,1
U28,U157,2858.49,2025-01-01,wire_transfer,US,desktop,1,6,1
U98,U17,20553.61,2025-01-01,wire_transfer,US,desktop,1,21,1
U245,U81,32637.91,2025-01-01,wire_transfer,US,desktop,1,1,1
U176,U60,31326.48,2025-01-01,wire_transfer,US,desktop,1,6,1
U233,U97,25436.69,2025-01-01,wire_transfer,US,desktop,1,12,1
U211,U202,43683.24,2025-01-01,wire_transfer,US,desktop,1,12,1
U93,U103,4901.37,2025-01-01,wire_transfer,US,desktop,1,22,1
U68,U230,2269.89,2025-01-01,wire_transfer,US,desktop,1,4,1
U6,U124,19109.1,2025-01-01,wire_transfer,US,desktop,1,4,1
U129,U193,34550.46,2025-01-01,wire_transfer,US,desktop,1,23,1
U7,U73,17447.56,2025-01-01,wire_transfer,US,desktop,1,2,1
U185,U86,65935.39,2025-01-01,wire_transfer,US,desktop,1,14,1
U69,U140,31750.05,2025-01-01,wire_transfer,US,desktop,1,8,1
U200,U177,24132.31,2025-01-01,wire_transfer,US,desktop,1,13,1
U191,U28,1242.98,2025-01-01,wire_transfer,US,desktop,1,0,1
U186,U190,2280.0,2025-01-01,wire_transfer,US,desktop,1,9,1
U15,U241,30727.25,2025-01-01,wire_transfer,US,desktop,1,16,1
U97,U212,4418.87,2025-01-01,wire_transfer,US,desktop,1,9,1
U28,U71,585.18,2025-01-01,wire_transfer,US,desktop,1,0,1
U99,U199,48328.67,2025-01-01,wire_transfer,US,desktop,1,3,1
U128,U12,44292.47,2025-01-01,wire_transfer,US,desktop,1,17,1
U191,U226,4930.39,2025-01-01,wire_transfer,US,desktop,1,6,1
U49,U205,30301.31,2025-01-01,wire_transfer,US,desktop,1,7,1
U94,U15,983.38,2025-01-01,wire_transfer,US,desktop,1,9,1
U119,U148,6711.08,2025-01-01,wire_transfer,US,desktop,1,3,1
U177,U219,19545.61,2025-01-01,wire_transfer,US,desktop,1,2,1
U195,U47,28809.01,2025-01-01,wire_transfer,US,desktop,1,19,1
U241,U236,209.07,2025-01-01,wire_transfer,US,desktop,1,20,1
U164,U78,7896.69,2025-01-01,wire_transfer,US,desktop,1,18,1
U45,U197,4824.76,2025-01-01,wire_transfer,US,desktop,1,18,1
U239,U213,134184.74,2025-01-01,wire_transfer,US,desktop,1,8,1
U172,U213,22232.87,2025-01-01,wire_transfer,US,desktop,1,6,1
U207,U103,10406.46,2025-01-01,wire_transfer,US,desktop,1,4,1
U46,U101,1573.35,2025-01-01,wire_transfer,US,desktop,1,19,1
U95,U248,18259.44,2025-01-01,wire_transfer,US,desktop,1,17,1
U379,U571,146255.22,2025-01-01,business_transfer,Cayman Islands,desktop,1,20,1
U333,U622,172460.89,2025-01-01,business_transfer,Cayman Islands,desktop,1,14,1
U293,U690,93286.53,2025-01-01,business_transfer,Cayman Islands,desktop,1,9,1
U255,U581,197214.21,2025-01-01,business_transfer,Cayman Islands,desktop,1,19,1
U383,U690,115919.86,2025-01-01,business_transfer,Cayman Islands,desktop,1,19,1
U461,U683,94391.56,2025-01-01,business_transfer,Cayman Islands,desktop,1,11,1
U289,U674,102267.4,2025-01-01,business_transfer,Cayman Islands,desktop,1,1,1
U337,U657,127937.91,2025-01-01,business_transfer,Cayman Islands,desktop,1,16,1
U343,U527,190505.23,2025-01-01,business_transfer,Cayman Islands,desktop,1,11,1
U291,U523,160273.82,2025-01-01,business_transfer,Cayman Islands,desktop,1,3,1
U324,U711,136566.45,2025-01-01,business_transfer,Cayman Islands,desktop,1,16,1
