GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),CHILDCAUSE (CODE),CHILDCAUSE (DISPLAY),CHILDCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1957,1957,,AFR,Africa,,,1957,1957,,,KEN,Kenya,,,,,MLE,Male,,,,,,,,42 347 [38 423-46 740],42347.00000,38423.00000,46740.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1962,1962,,AFR,Africa,,,1962,1962,,,KEN,Kenya,,,,,MLE,Male,,,,,,,,41 459 [38 243-44 923],41459.00000,38243.00000,44923.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1964,1964,,AFR,Africa,,,1964,1964,,,KEN,Kenya,,,,,MLE,Male,,,,,,,,42 107 [39 050-45 312],42107.00000,39050.00000,45312.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1971,1971,,AFR,Africa,,,1971,1971,,,KEN,Kenya,,,,,MLE,Male,,,,,,,,45 932 [42 868-49 089],45932.00000,42868.00000,49089.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1973,1973,,AFR,Africa,,,1973,1973,,,KEN,Kenya,,,,,MLE,Male,,,,,,,,45 974 [42 934-49 214],45974.00000,42934.00000,49214.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1980,1980,,AFR,Africa,,,1980,1980,,,KEN,Kenya,,,,,MLE,Male,,,,,,,,44 174 [41 344-47 063],44174.00000,41344.00000,47063.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1982,1982,,AFR,Africa,,,1982,1982,,,KEN,Kenya,,,,,MLE,Male,,,,,,,,44 260 [41 304-47 245],44260.00000,41304.00000,47245.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1987,1987,,AFR,Africa,,,1987,1987,,,KEN,Kenya,,,,,MLE,Male,,,,,,,,47 750 [44 529-51 012],47750.00000,44529.00000,51012.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1958,1958,,AFR,Africa,,,1958,1958,,,KEN,Kenya,,,,,FMLE,Female,,,,,,,,23 356 [21 346-25 746],23356.00000,21346.00000,25746.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1960,1960,,AFR,Africa,,,1960,1960,,,KEN,Kenya,,,,,FMLE,Female,,,,,,,,22 812 [20 999-24 850],22812.00000,20999.00000,24850.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1967,1967,,AFR,Africa,,,1967,1967,,,KEN,Kenya,,,,,FMLE,Female,,,,,,,,24 520 [22 942-26 188],24520.00000,22942.00000,26188.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1969,1969,,AFR,Africa,,,1969,1969,,,KEN,Kenya,,,,,FMLE,Female,,,,,,,,25 167 [23 567-26 815],25167.00000,23567.00000,26815.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1974,1974,,AFR,Africa,,,1974,1974,,,KEN,Kenya,,,,,FMLE,Female,,,,,,,,25 641 [23 983-27 315],25641.00000,23983.00000,27315.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1976,1976,,AFR,Africa,,,1976,1976,,,KEN,Kenya,,,,,FMLE,Female,,,,,,,,25 478 [23 868-27 148],25478.00000,23868.00000,27148.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1983,1983,,AFR,Africa,,,1983,1983,,,KEN,Kenya,,,,,FMLE,Female,,,,,,,,25 079 [23 471-26 694],25079.00000,23471.00000,26694.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1985,1985,,AFR,Africa,,,1985,1985,,,KEN,Kenya,,,,,FMLE,Female,,,,,,,,25 639 [23 988-27 288],25639.00000,23988.00000,27288.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1989,1989,,AFR,Africa,,,1989,1989,,,KEN,Kenya,,,,,MLE,Male,,,,,,,,51 209 [47 897-54 627],51209.00000,47897.00000,54627.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1996,1996,,AFR,Africa,,,1996,1996,,,KEN,Kenya,,,,,MLE,Male,,,,,,,,62 807 [58 600-67 228],62807.00000,58600.00000,67228.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1998,1998,,AFR,Africa,,,1998,1998,,,KEN,Kenya,,,,,MLE,Male,,,,,,,,63 219 [58 779-67 901],63219.00000,58779.00000,67901.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2005,2005,,AFR,Africa,,,2005,2005,,,KEN,Kenya,,,,,MLE,Male,,,,,,,,54 138 [49 395-59 043],54138.00000,49395.00000,59043.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2012,2012,,AFR,Africa,,,2012,2012,,,KEN,Kenya,,,,,MLE,Male,,,,,,,,41 245 [37 132-45 661],41245.00000,37132.00000,45661.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2014,2014,,AFR,Africa,,,2014,2014,,,KEN,Kenya,,,,,MLE,Male,,,,,,,,37 634 [33 685-42 013],37634.00000,33685.00000,42013.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2021,2021,,AFR,Africa,,,2021,2021,,,KEN,Kenya,,,,,MLE,Male,,,,,,,,29 747 [24 027-36 829],29747.00000,24027.00000,36829.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1958,1958,,AFR,Africa,,,1958,1958,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,80 264 [73 509-88 013],80264.00000,73509.00000,88013.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1965,1965,,AFR,Africa,,,1965,1965,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,81 028 [75 520-86 847],81028.00000,75520.00000,86847.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1967,1967,,AFR,Africa,,,1967,1967,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,83 617 [78 269-89 445],83617.00000,78269.00000,89445.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1972,1972,,AFR,Africa,,,1972,1972,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,87 203 [81 690-93 125],87203.00000,81690.00000,93125.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1974,1974,,AFR,Africa,,,1974,1974,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,86 555 [81 049-92 411],86555.00000,81049.00000,92411.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1976,1976,,AFR,Africa,,,1976,1976,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,85 365 [80 165-91 111],85365.00000,80165.00000,91111.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1981,1981,,AFR,Africa,,,1981,1981,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,82 869 [77 711-88 194],82869.00000,77711.00000,88194.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,2010,2010,,AFR,Africa,,,2010,2010,,,KEN,Kenya,,,,,FMLE,Female,,,,,,,,25 129 [23 009-27 357],25129.00000,23009.00000,27357.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,2017,2017,,AFR,Africa,,,2017,2017,,,KEN,Kenya,,,,,FMLE,Female,,,,,,,,20 385 [17 961-22 807],20385.00000,17961.00000,22807.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,2019,2019,,AFR,Africa,,,2019,2019,,,KEN,Kenya,,,,,FMLE,Female,,,,,,,,19 131 [16 423-22 027],19131.00000,16423.00000,22027.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1955,1955,,AFR,Africa,,,1955,1955,,,KEN,Kenya,,,,,MLE,Male,,,,,,,,26 671 [23 785-29 998],26671.00000,23785.00000,29998.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1983,1983,,AFR,Africa,,,1983,1983,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,83 075 [77 773-88 647],83075.00000,77773.00000,88647.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1990,1990,,AFR,Africa,,,1990,1990,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,100 149 [93 956-106 653],100149.00000,93956.00000,106653.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1992,1992,,AFR,Africa,,,1992,1992,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,108 442 [101 790-115 752],108442.00000,101790.00000,115752.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1997,1997,,AFR,Africa,,,1997,1997,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,118 498 [110 721-126 909],118498.00000,110721.00000,126909.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1999,1999,,AFR,Africa,,,1999,1999,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,117 899 [109 832-126 780],117899.00000,109832.00000,126780.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2001,2001,,AFR,Africa,,,2001,2001,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,114 253 [106 143-123 048],114253.00000,106143.00000,123048.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2006,2006,,AFR,Africa,,,2006,2006,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,97 325 [88 840-106 371],97325.00000,88840.00000,106371.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2008,2008,,AFR,Africa,,,2008,2008,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,89 162 [81 047-97 922],89162.00000,81047.00000,97922.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2015,2015,,AFR,Africa,,,2015,2015,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,65 972 [58 951-73 849],65972.00000,58951.00000,73849.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2017,2017,,AFR,Africa,,,2017,2017,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,61 372 [53 811-69 950],61372.00000,53811.00000,69950.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1992,1992,,AFR,Africa,,,1992,1992,,,KEN,Kenya,,,,,FMLE,Female,,,,,,,,30 981 [29 044-32 950],30981.00000,29044.00000,32950.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1994,1994,,AFR,Africa,,,1994,1994,,,KEN,Kenya,,,,,FMLE,Female,,,,,,,,31 941 [29 969-33 990],31941.00000,29969.00000,33990.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1999,1999,,AFR,Africa,,,1999,1999,,,KEN,Kenya,,,,,FMLE,Female,,,,,,,,32 812 [30 613-35 088],32812.00000,30613.00000,35088.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,2001,2001,,AFR,Africa,,,2001,2001,,,KEN,Kenya,,,,,FMLE,Female,,,,,,,,32 097 [29 916-34 336],32097.00000,29916.00000,34336.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,2008,2008,,AFR,Africa,,,2008,2008,,,KEN,Kenya,,,,,FMLE,Female,,,,,,,,26 216 [24 033-28 465],26216.00000,24033.00000,28465.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1982,1982,,AFR,Africa,,,1982,1982,,,KEN,Kenya,,,,,MLE,Male,,,,,,,,29 524 [27 737-31 335],29524.00000,27737.00000,31335.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1984,1984,,AFR,Africa,,,1984,1984,,,KEN,Kenya,,,,,MLE,Male,,,,,,,,30 043 [28 175-31 907],30043.00000,28175.00000,31907.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1989,1989,,AFR,Africa,,,1989,1989,,,KEN,Kenya,,,,,MLE,Male,,,,,,,,34 027 [32 013-36 053],34027.00000,32013.00000,36053.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1991,1991,,AFR,Africa,,,1991,1991,,,KEN,Kenya,,,,,MLE,Male,,,,,,,,36 147 [34 039-38 315],36147.00000,34039.00000,38315.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1957,1957,,AFR,Africa,,,1957,1957,,,KEN,Kenya,,,,,MLE,Male,,,,,,,,26 261 [23 831-29 146],26261.00000,23831.00000,29146.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1964,1964,,AFR,Africa,,,1964,1964,,,KEN,Kenya,,,,,MLE,Male,,,,,,,,26 637 [24 844-28 503],26637.00000,24844.00000,28503.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1966,1966,,AFR,Africa,,,1966,1966,,,KEN,Kenya,,,,,MLE,Male,,,,,,,,27 638 [25 824-29 472],27638.00000,25824.00000,29472.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1973,1973,,AFR,Africa,,,1973,1973,,,KEN,Kenya,,,,,MLE,Male,,,,,,,,29 337 [27 585-31 192],29337.00000,27585.00000,31192.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1975,1975,,AFR,Africa,,,1975,1975,,,KEN,Kenya,,,,,MLE,Male,,,,,,,,29 165 [27 438-30 996],29165.00000,27438.00000,30996.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1980,1980,,AFR,Africa,,,1980,1980,,,KEN,Kenya,,,,,MLE,Male,,,,,,,,29 143 [27 419-30 873],29143.00000,27419.00000,30873.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1981,1981,,AFR,Africa,,,1981,1981,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,54 319 [51 339-57 384],54319.00000,51339.00000,57384.00000,,,
CM_03,Number of neonatal deaths (0 to 27 days),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2714,PUBLISHED,Published,,1956,1956,,AFR,Africa,,,1956,1956,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,20 299 [17 366-23 941],20299.00000,17366.00000,23941.00000,,,
CM_03,Number of neonatal deaths (0 to 27 days),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2714,PUBLISHED,Published,,1958,1958,,AFR,Africa,,,1958,1958,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,20 837 [18 028-24 247],20837.00000,18028.00000,24247.00000,,,
CM_03,Number of neonatal deaths (0 to 27 days),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2714,PUBLISHED,Published,,1965,1965,,AFR,Africa,,,1965,1965,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,21 862 [19 376-24 547],21862.00000,19376.00000,24547.00000,,,
CM_03,Number of neonatal deaths (0 to 27 days),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2714,PUBLISHED,Published,,1967,1967,,AFR,Africa,,,1967,1967,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,22 662 [20 156-25 403],22662.00000,20156.00000,25403.00000,,,
CM_03,Number of neonatal deaths (0 to 27 days),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2714,PUBLISHED,Published,,1972,1972,,AFR,Africa,,,1972,1972,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,24 122 [21 469-26 918],24122.00000,21469.00000,26918.00000,,,
CM_03,Number of neonatal deaths (0 to 27 days),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2714,PUBLISHED,Published,,1974,1974,,AFR,Africa,,,1974,1974,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,24 146 [21 619-26 815],24146.00000,21619.00000,26815.00000,,,
CM_03,Number of neonatal deaths (0 to 27 days),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2714,PUBLISHED,Published,,1976,1976,,AFR,Africa,,,1976,1976,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,24 501 [21 925-27 246],24501.00000,21925.00000,27246.00000,,,
CM_03,Number of neonatal deaths (0 to 27 days),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2714,PUBLISHED,Published,,1981,1981,,AFR,Africa,,,1981,1981,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,26 258 [23 742-29 029],26258.00000,23742.00000,29029.00000,,,
CM_03,Number of neonatal deaths (0 to 27 days),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2714,PUBLISHED,Published,,1983,1983,,AFR,Africa,,,1983,1983,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,26 823 [24 164-29 705],26823.00000,24164.00000,29705.00000,,,
CM_03,Number of neonatal deaths (0 to 27 days),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2714,PUBLISHED,Published,,1990,1990,,AFR,Africa,,,1990,1990,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,27 516 [24 719-30 489],27516.00000,24719.00000,30489.00000,,,
CM_03,Number of neonatal deaths (0 to 27 days),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2714,PUBLISHED,Published,,1992,1992,,AFR,Africa,,,1992,1992,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,27 773 [24 720-30 925],27773.00000,24720.00000,30925.00000,,,
CM_03,Number of neonatal deaths (0 to 27 days),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2714,PUBLISHED,Published,,1997,1997,,AFR,Africa,,,1997,1997,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,31 163 [28 001-34 531],31163.00000,28001.00000,34531.00000,,,
CM_03,Number of neonatal deaths (0 to 27 days),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2714,PUBLISHED,Published,,1999,1999,,AFR,Africa,,,1999,1999,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,32 798 [29 534-36 351],32798.00000,29534.00000,36351.00000,,,
CM_03,Number of neonatal deaths (0 to 27 days),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2714,PUBLISHED,Published,,2001,2001,,AFR,Africa,,,2001,2001,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,34 334 [31 036-38 051],34334.00000,31036.00000,38051.00000,,,
CM_03,Number of neonatal deaths (0 to 27 days),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2714,PUBLISHED,Published,,2006,2006,,AFR,Africa,,,2006,2006,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,35 668 [31 677-40 055],35668.00000,31677.00000,40055.00000,,,
CM_03,Number of neonatal deaths (0 to 27 days),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2714,PUBLISHED,Published,,2008,2008,,AFR,Africa,,,2008,2008,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,35 567 [31 455-40 091],35567.00000,31455.00000,40091.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1988,1988,,AFR,Africa,,,1988,1988,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,60 761 [57 456-64 234],60761.00000,57456.00000,64234.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1990,1990,,AFR,Africa,,,1990,1990,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,64 543 [61 105-68 154],64543.00000,61105.00000,68154.00000,,,
CM_04,Number of deaths among children ages 5 to 9 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5671,PUBLISHED,Published,,1990,1990,,AFR,Africa,,,1990,1990,,,KEN,Kenya,,,,,FMLE,Female,,,,,,,,4 174 [3 632-4 776],4174.00000,3632.00000,4776.00000,,,
CM_04,Number of deaths among children ages 5 to 9 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5671,PUBLISHED,Published,,1995,1995,,AFR,Africa,,,1995,1995,,,KEN,Kenya,,,,,FMLE,Female,,,,,,,,4 871 [4 233-5 576],4871.00000,4233.00000,5576.00000,,,
CM_04,Number of deaths among children ages 5 to 9 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5671,PUBLISHED,Published,,1997,1997,,AFR,Africa,,,1997,1997,,,KEN,Kenya,,,,,FMLE,Female,,,,,,,,4 870 [4 206-5 601],4870.00000,4206.00000,5601.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1995,1995,,AFR,Africa,,,1995,1995,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,71 324 [67 452-75 451],71324.00000,67452.00000,75451.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1997,1997,,AFR,Africa,,,1997,1997,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,72 445 [68 407-76 809],72445.00000,68407.00000,76809.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,2004,2004,,AFR,Africa,,,2004,2004,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,66 325 [62 077-70 892],66325.00000,62077.00000,70892.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,2006,2006,,AFR,Africa,,,2006,2006,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,62 452 [57 996-67 151],62452.00000,57996.00000,67151.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,2013,2013,,AFR,Africa,,,2013,2013,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,51 737 [47 647-56 198],51737.00000,47647.00000,56198.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,2015,2015,,AFR,Africa,,,2015,2015,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,47 505 [43 298-52 006],47505.00000,43298.00000,52006.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,2020,2020,,AFR,Africa,,,2020,2020,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,41 921 [35 730-48 930],41921.00000,35730.00000,48930.00000,,,
